Anno;Codice Area;Descrizione Area;Quartiere;Zona;Dimensione Familiare;Numero Famiglie;Zona di prossimità
2023;38;Canale di Reno;Borgo Panigale - Reno;Barca;2;899;BARCA
2023;39;Agucchi;Borgo Panigale - Reno;Santa Viola;2;581;SANTA VIOLA
2023;39;Agucchi;Borgo Panigale - Reno;Santa Viola;3 e oltre;558;SANTA VIOLA
2023;42;Fiera;San Donato - San Vitale;San Donato;2;3;SAN DONATO VECCHIO
2023;43;San Donnino;San Donato - San Vitale;San Donato;2;382;SAN DONATO VECCHIO
2023;45;CAAB;San Donato - San Vitale;San Donato;3 e oltre;51;SAN DONATO NUOVO
2023;46;Scalo Merci San Donato;San Donato - San Vitale;San Donato;3 e oltre;2;SAN DONATO NUOVO
2023;47;Via del Lavoro;San Donato - San Vitale;San Donato;2;928;SAN DONATO VECCHIO
2023;48;Michelino;San Donato - San Vitale;San Donato;2;580;SAN DONATO VECCHIO
2023;49;Via Mondo;San Donato - San Vitale;San Donato;2;1087;SAN DONATO VECCHIO
2023;50;Osservanza;Santo Stefano;Colli;3 e oltre;575;OSSERVANZA - PADERNO
2023;51;San Michele in Bosco;Santo Stefano;Colli;1;547;OSSERVANZA - PADERNO
2023;52;Paderno;Santo Stefano;Colli;2;172;OSSERVANZA - PADERNO
2023;52;Paderno;Santo Stefano;Colli;3 e oltre;232;OSSERVANZA - PADERNO
2023;53;Galvani-1;Santo Stefano;Galvani;3 e oltre;202;GALVANI
2023;54;Galvani-2;Santo Stefano;Galvani;3 e oltre;1197;GALVANI
2023;55;Giardini Margherita;Santo Stefano;Murri;3 e oltre;5;MURRI
2023;57;Siepelunga;Santo Stefano;Murri;1;1057;MURRI
2023;57;Siepelunga;Santo Stefano;Murri;3 e oltre;629;MURRI
2023;58;Dagnini;Santo Stefano;Murri;2;1211;MURRI
2023;59;Chiesanuova;Santo Stefano;Murri;3 e oltre;931;MURRI
2023;60;Irnerio-1;Santo Stefano;Irnerio;1;1551;IRNERIO
2023;61;Irnerio-2;Santo Stefano;Irnerio;1;4442;IRNERIO
2023;63;Scandellara;San Donato - San Vitale;San Vitale;3 e oltre;118;CIRENAICA - MASSARENTI - SCANDELLARA
2023;64;Via Larga;San Donato - San Vitale;San Vitale;1;450;CIRENAICA - MASSARENTI - SCANDELLARA
2023;64;Via Larga;San Donato - San Vitale;San Vitale;3 e oltre;308;CIRENAICA - MASSARENTI - SCANDELLARA
2023;68;Guelfa;San Donato - San Vitale;San Vitale;3 e oltre;812;CIRENAICA - MASSARENTI - SCANDELLARA
2023;69;Croce del Biacco;San Donato - San Vitale;San Vitale;1;989;CROCE DEL BIACCO - ROVERI
2023;69;Croce del Biacco;San Donato - San Vitale;San Vitale;3 e oltre;614;CROCE DEL BIACCO - ROVERI
2023;70;Stradelli Guelfi;San Donato - San Vitale;San Vitale;2;42;CROCE DEL BIACCO - ROVERI
2023;71;Stadio-Meloncello;Porto - Saragozza;Costa Saragozza;1;1105;SARAGOZZA - SAN LUCA
2023;72;XXI Aprile;Porto - Saragozza;Costa Saragozza;1;4060;SARAGOZZA - SAN LUCA
2023;72;XXI Aprile;Porto - Saragozza;Costa Saragozza;2;1577;SARAGOZZA - SAN LUCA
2023;72;XXI Aprile;Porto - Saragozza;Costa Saragozza;3 e oltre;1553;SARAGOZZA - SAN LUCA
2023;73;San Giuseppe;Porto - Saragozza;Costa Saragozza;1;1781;SARAGOZZA - SAN LUCA
2023;74;Ravone;Porto - Saragozza;Costa Saragozza;3 e oltre;174;SARAGOZZA - SAN LUCA
2023;76;San Luca;Porto - Saragozza;Costa Saragozza;1;126;SARAGOZZA - SAN LUCA
2023;77;Malpighi-2;Porto - Saragozza;Malpighi;1;3892;MALPIGHI
2023;78;Malpighi-1;Porto - Saragozza;Malpighi;3 e oltre;198;MALPIGHI
2023;79;Fossolo;Savena;Mazzini;1;2066;FOSSOLO - DUE MADONNE
2023;79;Fossolo;Savena;Mazzini;3 e oltre;1131;FOSSOLO - DUE MADONNE
2023;80;Due Madonne;Savena;Mazzini;1;645;FOSSOLO - DUE MADONNE
2023;81;Lungo Savena;Savena;Mazzini;2;8;FOSSOLO - DUE MADONNE
2023;82;Pontevecchio;Savena;Mazzini;1;1778;PONTEVECCHIO - MAZZINI
2023;82;Pontevecchio;Savena;Mazzini;2;658;PONTEVECCHIO - MAZZINI
2023;82;Pontevecchio;Savena;Mazzini;3 e oltre;608;PONTEVECCHIO - MAZZINI
2023;83;Bitone;Savena;Mazzini;1;3041;PONTEVECCHIO - MAZZINI
2023;84;Cavedone;Savena;Mazzini;1;578;PONTEVECCHIO - MAZZINI
2023;84;Cavedone;Savena;Mazzini;3 e oltre;477;PONTEVECCHIO - MAZZINI
2023;85;Via Arno;Savena;Mazzini;1;1672;PONTEVECCHIO - MAZZINI
2023;85;Via Arno;Savena;Mazzini;3 e oltre;907;PONTEVECCHIO - MAZZINI
2023;87;Monte Donato;Savena;San Ruffillo;1;344;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2023;87;Monte Donato;Savena;San Ruffillo;3 e oltre;208;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2023;90;Ponte Savena-La Bastia;Savena;San Ruffillo;3 e oltre;164;LUNGO SAVENA
