Anno;Codice Area;Descrizione Area;Quartiere;Zona;Dimensione Familiare;Numero Famiglie;Zona di prossimità
2020;32;Scalo Ravone;Porto - Saragozza;Saffi;3 e oltre;13;SAFFI
2020;35;Via Vittorio Veneto;Porto - Saragozza;Saffi;1;1934;SAFFI
2020;38;Canale di Reno;Borgo Panigale - Reno;Barca;3 e oltre;859;BARCA
2020;39;Agucchi;Borgo Panigale - Reno;Santa Viola;1;1191;SANTA VIOLA
2020;39;Agucchi;Borgo Panigale - Reno;Santa Viola;3 e oltre;560;SANTA VIOLA
2020;40;Emilia Ponente;Borgo Panigale - Reno;Santa Viola;3 e oltre;1205;SANTA VIOLA
2020;41;Cadriano-Calamosco;San Donato - San Vitale;San Donato;1;171;SAN DONATO NUOVO
2020;41;Cadriano-Calamosco;San Donato - San Vitale;San Donato;3 e oltre;103;SAN DONATO NUOVO
2020;42;Fiera;San Donato - San Vitale;San Donato;2;1;SAN DONATO VECCHIO
2020;42;Fiera;San Donato - San Vitale;San Donato;3 e oltre;3;SAN DONATO VECCHIO
2020;44;Pilastro;San Donato - San Vitale;San Donato;1;1268;SAN DONATO NUOVO
2020;45;CAAB;San Donato - San Vitale;San Donato;3 e oltre;45;SAN DONATO NUOVO
2020;47;Via del Lavoro;San Donato - San Vitale;San Donato;1;2471;SAN DONATO VECCHIO
2020;51;San Michele in Bosco;Santo Stefano;Colli;3 e oltre;470;OSSERVANZA - PADERNO
2020;52;Paderno;Santo Stefano;Colli;1;290;OSSERVANZA - PADERNO
2020;53;Galvani-1;Santo Stefano;Galvani;3 e oltre;217;GALVANI
2020;54;Galvani-2;Santo Stefano;Galvani;2;1311;GALVANI
2020;54;Galvani-2;Santo Stefano;Galvani;3 e oltre;1247;GALVANI
2020;55;Giardini Margherita;Santo Stefano;Murri;1;4;MURRI
2020;56;Mezzofanti;Santo Stefano;Murri;2;858;MURRI
2020;57;Siepelunga;Santo Stefano;Murri;2;554;MURRI
2020;57;Siepelunga;Santo Stefano;Murri;3 e oltre;640;MURRI
2020;60;Irnerio-1;Santo Stefano;Irnerio;1;1519;IRNERIO
2020;60;Irnerio-1;Santo Stefano;Irnerio;2;406;IRNERIO
2020;61;Irnerio-2;Santo Stefano;Irnerio;1;4255;IRNERIO
2020;61;Irnerio-2;Santo Stefano;Irnerio;2;1192;IRNERIO
2020;62;Cirenaica;San Donato - San Vitale;San Vitale;3 e oltre;1030;CIRENAICA - MASSARENTI - SCANDELLARA
2020;63;Scandellara;San Donato - San Vitale;San Vitale;1;178;CIRENAICA - MASSARENTI - SCANDELLARA
2020;63;Scandellara;San Donato - San Vitale;San Vitale;3 e oltre;92;CIRENAICA - MASSARENTI - SCANDELLARA
2020;64;Via Larga;San Donato - San Vitale;San Vitale;2;288;CIRENAICA - MASSARENTI - SCANDELLARA
2020;65;Roveri;San Donato - San Vitale;San Vitale;1;116;CROCE DEL BIACCO - ROVERI
2020;65;Roveri;San Donato - San Vitale;San Vitale;3 e oltre;90;CROCE DEL BIACCO - ROVERI
2020;66;Ospedale Sant'Orsola;San Donato - San Vitale;San Vitale;3 e oltre;1;CIRENAICA - MASSARENTI - SCANDELLARA
2020;68;Guelfa;San Donato - San Vitale;San Vitale;3 e oltre;850;CIRENAICA - MASSARENTI - SCANDELLARA
2020;69;Croce del Biacco;San Donato - San Vitale;San Vitale;2;529;CROCE DEL BIACCO - ROVERI
2020;69;Croce del Biacco;San Donato - San Vitale;San Vitale;3 e oltre;594;CROCE DEL BIACCO - ROVERI
2020;70;Stradelli Guelfi;San Donato - San Vitale;San Vitale;1;69;CROCE DEL BIACCO - ROVERI
2020;71;Stadio-Meloncello;Porto - Saragozza;Costa Saragozza;2;464;SARAGOZZA - SAN LUCA
2020;72;XXI Aprile;Porto - Saragozza;Costa Saragozza;2;1622;SARAGOZZA - SAN LUCA
2020;72;XXI Aprile;Porto - Saragozza;Costa Saragozza;3 e oltre;1571;SARAGOZZA - SAN LUCA
2020;73;San Giuseppe;Porto - Saragozza;Costa Saragozza;2;827;SARAGOZZA - SAN LUCA
2020;74;Ravone;Porto - Saragozza;Costa Saragozza;1;251;SARAGOZZA - SAN LUCA
2020;74;Ravone;Porto - Saragozza;Costa Saragozza;3 e oltre;171;SARAGOZZA - SAN LUCA
2020;75;Via del Genio;Porto - Saragozza;Costa Saragozza;3 e oltre;3;SARAGOZZA - SAN LUCA
2020;76;San Luca;Porto - Saragozza;Costa Saragozza;2;81;SARAGOZZA - SAN LUCA
2020;76;San Luca;Porto - Saragozza;Costa Saragozza;3 e oltre;101;SARAGOZZA - SAN LUCA
2020;77;Malpighi-2;Porto - Saragozza;Malpighi;1;3944;MALPIGHI
2020;77;Malpighi-2;Porto - Saragozza;Malpighi;2;1178;MALPIGHI
2020;79;Fossolo;Savena;Mazzini;2;1346;FOSSOLO - DUE MADONNE
2020;79;Fossolo;Savena;Mazzini;3 e oltre;1130;FOSSOLO - DUE MADONNE
2020;81;Lungo Savena;Savena;Mazzini;3 e oltre;19;FOSSOLO - DUE MADONNE
2020;82;Pontevecchio;Savena;Mazzini;1;1709;PONTEVECCHIO - MAZZINI
2020;83;Bitone;Savena;Mazzini;2;1507;PONTEVECCHIO - MAZZINI
2020;84;Cavedone;Savena;Mazzini;1;597;PONTEVECCHIO - MAZZINI
2020;84;Cavedone;Savena;Mazzini;2;381;PONTEVECCHIO - MAZZINI
2020;86;Ospedale Bellaria;Savena;Mazzini;1;13;LUNGO SAVENA
2020;86;Ospedale Bellaria;Savena;Mazzini;2;11;LUNGO SAVENA
2020;87;Monte Donato;Savena;San Ruffillo;1;346;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2020;88;Via Toscana;Savena;San Ruffillo;1;2679;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2020;88;Via Toscana;Savena;San Ruffillo;2;1270;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2020;89;Corelli;Savena;San Ruffillo;3 e oltre;1173;LUNGO SAVENA
2020;90;Ponte Savena-La Bastia;Savena;San Ruffillo;1;267;LUNGO SAVENA
2020;99;non indicata;Senza fissa dimora;Senza fissa dimora;2;11;
2021;02;Via del Vivaio;Borgo Panigale - Reno;Borgo Panigale;1;174;BIRRA - BARGELLINO - LAVINO
2021;03;Bargellino;Borgo Panigale - Reno;Borgo Panigale;1;19;BIRRA - BARGELLINO - LAVINO
2021;03;Bargellino;Borgo Panigale - Reno;Borgo Panigale;3 e oltre;11;BIRRA - BARGELLINO - LAVINO
2021;06;Lungo Reno;Borgo Panigale - Reno;Borgo Panigale;3 e oltre;1;BIRRA - BARGELLINO - LAVINO
2021;07;Ducati-Villaggio Ina;Borgo Panigale - Reno;Borgo Panigale;3 e oltre;402;BORGO PANIGALE
2021;09;Triumvirato-Pietra;Borgo Panigale - Reno;Borgo Panigale;1;1241;CASTELDEBOLE - PONTELUNGO
2021;09;Triumvirato-Pietra;Borgo Panigale - Reno;Borgo Panigale;2;739;CASTELDEBOLE - PONTELUNGO
2021;09;Triumvirato-Pietra;Borgo Panigale - Reno;Borgo Panigale;3 e oltre;710;CASTELDEBOLE - PONTELUNGO
2021;11;Casteldebole;Borgo Panigale - Reno;Borgo Panigale;2;773;CASTELDEBOLE - PONTELUNGO
2021;13;CNR;Navile;Bolognina;3 e oltre;8;BEVERARA
2021;14;Arcoveggio;Navile;Bolognina;2;1320;BOLOGNINA
2021;15;Via Ferrarese;Navile;Bolognina;1;3551;BOLOGNINA
2021;16;Ex Mercato Ortofrutticolo;Navile;Bolognina;1;280;BOLOGNINA
2021;23;Laghetti del Rosario;Navile;Lame;1;104;BERTALIA - NOCE
2021;23;Laghetti del Rosario;Navile;Lame;3 e oltre;77;BERTALIA - NOCE
2021;24;La Noce;Navile;Lame;1;288;BERTALIA - NOCE
2021;24;La Noce;Navile;Lame;2;216;BERTALIA - NOCE
2021;25;Tiro A Segno;Navile;Lame;1;40;BERTALIA - NOCE
2021;25;Tiro A Segno;Navile;Lame;3 e oltre;18;BERTALIA - NOCE
2021;26;Pescarola;Navile;Lame;2;652;BERTALIA - NOCE
2021;26;Pescarola;Navile;Lame;3 e oltre;584;BERTALIA - NOCE
2021;27;Lazzaretto;Navile;Lame;2;92;BERTALIA - NOCE
2021;27;Lazzaretto;Navile;Lame;3 e oltre;93;BERTALIA - NOCE
2021;28;Beverara;Navile;Lame;1;1703;BEVERARA
2021;28;Beverara;Navile;Lame;2;988;BEVERARA
2021;29;Marconi-2;Porto - Saragozza;Marconi;2;1531;MARCONI
2021;30;Marconi-1;Porto - Saragozza;Marconi;2;288;MALPIGHI
2021;30;Marconi-1;Porto - Saragozza;Marconi;3 e oltre;237;MALPIGHI
2021;31;Prati di Caprara-Ospedale Maggiore;Porto - Saragozza;Saffi;2;49;SAFFI
2021;32;Scalo Ravone;Porto - Saragozza;Saffi;2;13;SAFFI
2021;33;Zanardi;Porto - Saragozza;Saffi;2;787;SAFFI
2021;34;Velodromo;Porto - Saragozza;Saffi;3 e oltre;715;SAFFI
2021;35;Via Vittorio Veneto;Porto - Saragozza;Saffi;3 e oltre;577;SAFFI
2021;36;Villaggio della Barca;Borgo Panigale - Reno;Barca;2;762;BARCA
2021;36;Villaggio della Barca;Borgo Panigale - Reno;Barca;3 e oltre;872;BARCA
2021;37;Battindarno;Borgo Panigale - Reno;Barca;3 e oltre;1158;BARCA
2021;38;Canale di Reno;Borgo Panigale - Reno;Barca;1;1490;BARCA
2021;38;Canale di Reno;Borgo Panigale - Reno;Barca;3 e oltre;869;BARCA
2021;39;Agucchi;Borgo Panigale - Reno;Santa Viola;2;579;SANTA VIOLA
2021;39;Agucchi;Borgo Panigale - Reno;Santa Viola;3 e oltre;565;SANTA VIOLA
2021;41;Cadriano-Calamosco;San Donato - San Vitale;San Donato;2;104;SAN DONATO NUOVO
2021;42;Fiera;San Donato - San Vitale;San Donato;1;8;SAN DONATO VECCHIO
2021;42;Fiera;San Donato - San Vitale;San Donato;3 e oltre;2;SAN DONATO VECCHIO
2021;43;San Donnino;San Donato - San Vitale;San Donato;2;411;SAN DONATO VECCHIO
2021;44;Pilastro;San Donato - San Vitale;San Donato;2;932;SAN DONATO NUOVO
2021;45;CAAB;San Donato - San Vitale;San Donato;1;80;SAN DONATO NUOVO
2021;46;Scalo Merci San Donato;San Donato - San Vitale;San Donato;3 e oltre;4;SAN DONATO NUOVO
2021;47;Via del Lavoro;San Donato - San Vitale;San Donato;3 e oltre;933;SAN DONATO VECCHIO
2021;49;Via Mondo;San Donato - San Vitale;San Donato;1;2689;SAN DONATO VECCHIO
2021;49;Via Mondo;San Donato - San Vitale;San Donato;2;1074;SAN DONATO VECCHIO
2021;51;San Michele in Bosco;Santo Stefano;Colli;1;560;OSSERVANZA - PADERNO
2021;51;San Michele in Bosco;Santo Stefano;Colli;2;293;OSSERVANZA - PADERNO
2021;51;San Michele in Bosco;Santo Stefano;Colli;3 e oltre;485;OSSERVANZA - PADERNO
2021;52;Paderno;Santo Stefano;Colli;1;299;OSSERVANZA - PADERNO
2021;53;Galvani-1;Santo Stefano;Galvani;2;226;GALVANI
2021;54;Galvani-2;Santo Stefano;Galvani;2;1366;GALVANI
2021;56;Mezzofanti;Santo Stefano;Murri;2;876;MURRI
2021;57;Siepelunga;Santo Stefano;Murri;3 e oltre;625;MURRI
2021;58;Dagnini;Santo Stefano;Murri;1;2877;MURRI
2021;58;Dagnini;Santo Stefano;Murri;2;1225;MURRI
2021;58;Dagnini;Santo Stefano;Murri;3 e oltre;1161;MURRI
2021;60;Irnerio-1;Santo Stefano;Irnerio;3 e oltre;370;IRNERIO
2021;62;Cirenaica;San Donato - San Vitale;San Vitale;3 e oltre;1016;CIRENAICA - MASSARENTI - SCANDELLARA
2021;64;Via Larga;San Donato - San Vitale;San Vitale;3 e oltre;324;CIRENAICA - MASSARENTI - SCANDELLARA
2021;65;Roveri;San Donato - San Vitale;San Vitale;1;126;CROCE DEL BIACCO - ROVERI
2021;67;Mengoli;San Donato - San Vitale;San Vitale;1;3226;CIRENAICA - MASSARENTI - SCANDELLARA
2021;67;Mengoli;San Donato - San Vitale;San Vitale;2;1279;CIRENAICA - MASSARENTI - SCANDELLARA
2021;68;Guelfa;San Donato - San Vitale;San Vitale;2;857;CIRENAICA - MASSARENTI - SCANDELLARA
2021;68;Guelfa;San Donato - San Vitale;San Vitale;3 e oltre;860;CIRENAICA - MASSARENTI - SCANDELLARA
2021;69;Croce del Biacco;San Donato - San Vitale;San Vitale;2;521;CROCE DEL BIACCO - ROVERI
2021;70;Stradelli Guelfi;San Donato - San Vitale;San Vitale;1;74;CROCE DEL BIACCO - ROVERI
2021;70;Stradelli Guelfi;San Donato - San Vitale;San Vitale;3 e oltre;44;CROCE DEL BIACCO - ROVERI
2021;71;Stadio-Meloncello;Porto - Saragozza;Costa Saragozza;1;1120;SARAGOZZA - SAN LUCA
2021;71;Stadio-Meloncello;Porto - Saragozza;Costa Saragozza;2;459;SARAGOZZA - SAN LUCA
2021;71;Stadio-Meloncello;Porto - Saragozza;Costa Saragozza;3 e oltre;446;SARAGOZZA - SAN LUCA
2021;72;XXI Aprile;Porto - Saragozza;Costa Saragozza;2;1611;SARAGOZZA - SAN LUCA
2021;73;San Giuseppe;Porto - Saragozza;Costa Saragozza;1;1746;SARAGOZZA - SAN LUCA
2021;73;San Giuseppe;Porto - Saragozza;Costa Saragozza;3 e oltre;812;SARAGOZZA - SAN LUCA
2021;75;Via del Genio;Porto - Saragozza;Costa Saragozza;2;2;SARAGOZZA - SAN LUCA
2021;76;San Luca;Porto - Saragozza;Costa Saragozza;2;80;SARAGOZZA - SAN LUCA
2021;76;San Luca;Porto - Saragozza;Costa Saragozza;3 e oltre;105;SARAGOZZA - SAN LUCA
2021;78;Malpighi-1;Porto - Saragozza;Malpighi;2;197;MALPIGHI
2021;79;Fossolo;Savena;Mazzini;1;2006;FOSSOLO - DUE MADONNE
2021;80;Due Madonne;Savena;Mazzini;3 e oltre;396;FOSSOLO - DUE MADONNE
2021;81;Lungo Savena;Savena;Mazzini;1;11;FOSSOLO - DUE MADONNE
2021;81;Lungo Savena;Savena;Mazzini;2;5;FOSSOLO - DUE MADONNE
2021;83;Bitone;Savena;Mazzini;2;1468;PONTEVECCHIO - MAZZINI
2021;83;Bitone;Savena;Mazzini;3 e oltre;1397;PONTEVECCHIO - MAZZINI
2021;84;Cavedone;Savena;Mazzini;2;382;PONTEVECCHIO - MAZZINI
2021;85;Via Arno;Savena;Mazzini;1;1585;PONTEVECCHIO - MAZZINI
2021;86;Ospedale Bellaria;Savena;Mazzini;1;12;LUNGO SAVENA
2021;87;Monte Donato;Savena;San Ruffillo;1;339;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2021;87;Monte Donato;Savena;San Ruffillo;3 e oltre;214;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2021;88;Via Toscana;Savena;San Ruffillo;1;2666;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2021;88;Via Toscana;Savena;San Ruffillo;3 e oltre;1259;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2021;89;Corelli;Savena;San Ruffillo;1;1913;LUNGO SAVENA
2021;90;Ponte Savena-La Bastia;Savena;San Ruffillo;1;277;LUNGO SAVENA
2021;99;non indicata;Senza fissa dimora;Senza fissa dimora;3 e oltre;5;
2022;01;Lavino di Mezzo;Borgo Panigale - Reno;Borgo Panigale;2;72;BIRRA - BARGELLINO - LAVINO
2022;02;Via del Vivaio;Borgo Panigale - Reno;Borgo Panigale;2;101;BIRRA - BARGELLINO - LAVINO
2022;03;Bargellino;Borgo Panigale - Reno;Borgo Panigale;2;11;BIRRA - BARGELLINO - LAVINO
2022;03;Bargellino;Borgo Panigale - Reno;Borgo Panigale;3 e oltre;11;BIRRA - BARGELLINO - LAVINO
2022;04;Aeroporto;Borgo Panigale - Reno;Borgo Panigale;3 e oltre;60;BIRRA - BARGELLINO - LAVINO
2022;06;Lungo Reno;Borgo Panigale - Reno;Borgo Panigale;2;2;BIRRA - BARGELLINO - LAVINO
2022;06;Lungo Reno;Borgo Panigale - Reno;Borgo Panigale;3 e oltre;1;BIRRA - BARGELLINO - LAVINO
2022;09;Triumvirato-Pietra;Borgo Panigale - Reno;Borgo Panigale;2;711;CASTELDEBOLE - PONTELUNGO
2022;10;Rigosa;Borgo Panigale - Reno;Borgo Panigale;3 e oltre;187;BORGO PANIGALE
2022;12;Caserme Rosse-Manifattura;Navile;Bolognina;3 e oltre;303;CORTICELLA - DOZZA
2022;13;CNR;Navile;Bolognina;1;29;BEVERARA
2022;13;CNR;Navile;Bolognina;2;9;BEVERARA
2022;13;CNR;Navile;Bolognina;3 e oltre;6;BEVERARA
2022;14;Arcoveggio;Navile;Bolognina;3 e oltre;1227;BOLOGNINA
2022;15;Via Ferrarese;Navile;Bolognina;2;1382;BOLOGNINA
2022;16;Ex Mercato Ortofrutticolo;Navile;Bolognina;1;332;BOLOGNINA
2022;17;Piazza dell'Unita';Navile;Bolognina;3 e oltre;1337;BOLOGNINA
2022;22;La Dozza;Navile;Corticella;3 e oltre;220;CORTICELLA - DOZZA
2022;26;Pescarola;Navile;Lame;1;984;BERTALIA - NOCE
2022;26;Pescarola;Navile;Lame;3 e oltre;569;BERTALIA - NOCE
2022;28;Beverara;Navile;Lame;1;1727;BEVERARA
2022;28;Beverara;Navile;Lame;2;1005;BEVERARA
2022;28;Beverara;Navile;Lame;3 e oltre;883;BEVERARA
2022;29;Marconi-2;Porto - Saragozza;Marconi;1;4723;MARCONI
2022;29;Marconi-2;Porto - Saragozza;Marconi;3 e oltre;1291;MARCONI
2022;30;Marconi-1;Porto - Saragozza;Marconi;1;942;MALPIGHI
2022;30;Marconi-1;Porto - Saragozza;Marconi;2;280;MALPIGHI
2022;32;Scalo Ravone;Porto - Saragozza;Saffi;2;11;SAFFI
2022;33;Zanardi;Porto - Saragozza;Saffi;1;2228;SAFFI
2022;35;Via Vittorio Veneto;Porto - Saragozza;Saffi;1;1941;SAFFI
2022;35;Via Vittorio Veneto;Porto - Saragozza;Saffi;2;665;SAFFI
2022;36;Villaggio della Barca;Borgo Panigale - Reno;Barca;1;1131;BARCA
2022;36;Villaggio della Barca;Borgo Panigale - Reno;Barca;3 e oltre;873;BARCA
2022;38;Canale di Reno;Borgo Panigale - Reno;Barca;1;1483;BARCA
2022;39;Agucchi;Borgo Panigale - Reno;Santa Viola;3 e oltre;562;SANTA VIOLA
2022;44;Pilastro;San Donato - San Vitale;San Donato;1;1326;SAN DONATO NUOVO
2022;44;Pilastro;San Donato - San Vitale;San Donato;2;908;SAN DONATO NUOVO
2022;45;CAAB;San Donato - San Vitale;San Donato;2;37;SAN DONATO NUOVO
2022;45;CAAB;San Donato - San Vitale;San Donato;3 e oltre;50;SAN DONATO NUOVO
2022;46;Scalo Merci San Donato;San Donato - San Vitale;San Donato;3 e oltre;3;SAN DONATO NUOVO
2022;49;Via Mondo;San Donato - San Vitale;San Donato;1;2730;SAN DONATO VECCHIO
2022;49;Via Mondo;San Donato - San Vitale;San Donato;3 e oltre;818;SAN DONATO VECCHIO
2022;50;Osservanza;Santo Stefano;Colli;3 e oltre;570;OSSERVANZA - PADERNO
2022;52;Paderno;Santo Stefano;Colli;1;302;OSSERVANZA - PADERNO
2022;52;Paderno;Santo Stefano;Colli;2;179;OSSERVANZA - PADERNO
2022;53;Galvani-1;Santo Stefano;Galvani;2;218;GALVANI
2022;54;Galvani-2;Santo Stefano;Galvani;1;3969;GALVANI
2022;54;Galvani-2;Santo Stefano;Galvani;3 e oltre;1204;GALVANI
2022;56;Mezzofanti;Santo Stefano;Murri;1;2005;MURRI
2022;57;Siepelunga;Santo Stefano;Murri;2;576;MURRI
2022;58;Dagnini;Santo Stefano;Murri;3 e oltre;1160;MURRI
2022;59;Chiesanuova;Santo Stefano;Murri;3 e oltre;911;MURRI
2022;61;Irnerio-2;Santo Stefano;Irnerio;3 e oltre;940;IRNERIO
2022;62;Cirenaica;San Donato - San Vitale;San Vitale;1;3216;CIRENAICA - MASSARENTI - SCANDELLARA
2022;63;Scandellara;San Donato - San Vitale;San Vitale;1;222;CIRENAICA - MASSARENTI - SCANDELLARA
2022;63;Scandellara;San Donato - San Vitale;San Vitale;3 e oltre;107;CIRENAICA - MASSARENTI - SCANDELLARA
2022;64;Via Larga;San Donato - San Vitale;San Vitale;2;301;CIRENAICA - MASSARENTI - SCANDELLARA
2022;64;Via Larga;San Donato - San Vitale;San Vitale;3 e oltre;310;CIRENAICA - MASSARENTI - SCANDELLARA
2022;65;Roveri;San Donato - San Vitale;San Vitale;2;62;CROCE DEL BIACCO - ROVERI
2022;66;Ospedale Sant'Orsola;San Donato - San Vitale;San Vitale;2;1;CIRENAICA - MASSARENTI - SCANDELLARA
2022;66;Ospedale Sant'Orsola;San Donato - San Vitale;San Vitale;3 e oltre;1;CIRENAICA - MASSARENTI - SCANDELLARA
2022;67;Mengoli;San Donato - San Vitale;San Vitale;2;1268;CIRENAICA - MASSARENTI - SCANDELLARA
2022;68;Guelfa;San Donato - San Vitale;San Vitale;3 e oltre;813;CIRENAICA - MASSARENTI - SCANDELLARA
2022;70;Stradelli Guelfi;San Donato - San Vitale;San Vitale;1;75;CROCE DEL BIACCO - ROVERI
2022;70;Stradelli Guelfi;San Donato - San Vitale;San Vitale;2;40;CROCE DEL BIACCO - ROVERI
2022;70;Stradelli Guelfi;San Donato - San Vitale;San Vitale;3 e oltre;44;CROCE DEL BIACCO - ROVERI
2022;72;XXI Aprile;Porto - Saragozza;Costa Saragozza;2;1601;SARAGOZZA - SAN LUCA
2022;72;XXI Aprile;Porto - Saragozza;Costa Saragozza;3 e oltre;1539;SARAGOZZA - SAN LUCA
2022;73;San Giuseppe;Porto - Saragozza;Costa Saragozza;2;784;SARAGOZZA - SAN LUCA
2022;74;Ravone;Porto - Saragozza;Costa Saragozza;2;171;SARAGOZZA - SAN LUCA
2022;74;Ravone;Porto - Saragozza;Costa Saragozza;3 e oltre;167;SARAGOZZA - SAN LUCA
2022;75;Via del Genio;Porto - Saragozza;Costa Saragozza;3 e oltre;3;SARAGOZZA - SAN LUCA
2022;76;San Luca;Porto - Saragozza;Costa Saragozza;3 e oltre;102;SARAGOZZA - SAN LUCA
2022;77;Malpighi-2;Porto - Saragozza;Malpighi;2;1180;MALPIGHI
2022;78;Malpighi-1;Porto - Saragozza;Malpighi;2;214;MALPIGHI
2022;78;Malpighi-1;Porto - Saragozza;Malpighi;3 e oltre;200;MALPIGHI
2022;80;Due Madonne;Savena;Mazzini;1;630;FOSSOLO - DUE MADONNE
2022;81;Lungo Savena;Savena;Mazzini;3 e oltre;23;FOSSOLO - DUE MADONNE
2022;82;Pontevecchio;Savena;Mazzini;3 e oltre;610;PONTEVECCHIO - MAZZINI
2022;83;Bitone;Savena;Mazzini;1;3045;PONTEVECCHIO - MAZZINI
2022;83;Bitone;Savena;Mazzini;2;1470;PONTEVECCHIO - MAZZINI
2022;83;Bitone;Savena;Mazzini;3 e oltre;1370;PONTEVECCHIO - MAZZINI
2022;84;Cavedone;Savena;Mazzini;1;560;PONTEVECCHIO - MAZZINI
2022;87;Monte Donato;Savena;San Ruffillo;1;329;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2022;87;Monte Donato;Savena;San Ruffillo;2;182;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2022;88;Via Toscana;Savena;San Ruffillo;3 e oltre;1232;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2022;90;Ponte Savena-La Bastia;Savena;San Ruffillo;1;284;LUNGO SAVENA
2022;90;Ponte Savena-La Bastia;Savena;San Ruffillo;3 e oltre;166;LUNGO SAVENA
2022;99;non indicata;Senza fissa dimora;Senza fissa dimora;1;504;
2022;99;non indicata;Senza fissa dimora;Senza fissa dimora;3 e oltre;3;
2023;01;Lavino di Mezzo;Borgo Panigale - Reno;Borgo Panigale;1;132;BIRRA - BARGELLINO - LAVINO
2023;02;Via del Vivaio;Borgo Panigale - Reno;Borgo Panigale;1;168;BIRRA - BARGELLINO - LAVINO
2023;02;Via del Vivaio;Borgo Panigale - Reno;Borgo Panigale;2;94;BIRRA - BARGELLINO - LAVINO
2023;03;Bargellino;Borgo Panigale - Reno;Borgo Panigale;2;12;BIRRA - BARGELLINO - LAVINO
2023;06;Lungo Reno;Borgo Panigale - Reno;Borgo Panigale;2;2;BIRRA - BARGELLINO - LAVINO
2023;07;Ducati-Villaggio Ina;Borgo Panigale - Reno;Borgo Panigale;1;746;BORGO PANIGALE
2023;07;Ducati-Villaggio Ina;Borgo Panigale - Reno;Borgo Panigale;2;449;BORGO PANIGALE
2023;08;Borgo Centro;Borgo Panigale - Reno;Borgo Panigale;1;2072;BORGO PANIGALE
2023;09;Triumvirato-Pietra;Borgo Panigale - Reno;Borgo Panigale;2;720;CASTELDEBOLE - PONTELUNGO
2023;09;Triumvirato-Pietra;Borgo Panigale - Reno;Borgo Panigale;3 e oltre;691;CASTELDEBOLE - PONTELUNGO
2023;10;Rigosa;Borgo Panigale - Reno;Borgo Panigale;1;209;BORGO PANIGALE
2023;10;Rigosa;Borgo Panigale - Reno;Borgo Panigale;3 e oltre;185;BORGO PANIGALE
2023;11;Casteldebole;Borgo Panigale - Reno;Borgo Panigale;1;1099;CASTELDEBOLE - PONTELUNGO
2023;12;Caserme Rosse-Manifattura;Navile;Bolognina;1;469;CORTICELLA - DOZZA
2023;12;Caserme Rosse-Manifattura;Navile;Bolognina;2;263;CORTICELLA - DOZZA
2023;13;CNR;Navile;Bolognina;1;23;BEVERARA
2023;13;CNR;Navile;Bolognina;3 e oltre;5;BEVERARA
2023;14;Arcoveggio;Navile;Bolognina;3 e oltre;1215;BOLOGNINA
2023;15;Via Ferrarese;Navile;Bolognina;1;3671;BOLOGNINA
2023;16;Ex Mercato Ortofrutticolo;Navile;Bolognina;1;356;BOLOGNINA
2023;16;Ex Mercato Ortofrutticolo;Navile;Bolognina;2;131;BOLOGNINA
2023;19;Savena Abbandonato;Navile;Corticella;3 e oltre;125;CORTICELLA - DOZZA
2023;20;Croce Coperta;Navile;Corticella;3 e oltre;792;CORTICELLA - DOZZA
2023;22;La Dozza;Navile;Corticella;3 e oltre;211;CORTICELLA - DOZZA
2023;23;Laghetti del Rosario;Navile;Lame;1;105;BERTALIA - NOCE
2023;23;Laghetti del Rosario;Navile;Lame;2;54;BERTALIA - NOCE
2023;23;Laghetti del Rosario;Navile;Lame;3 e oltre;76;BERTALIA - NOCE
2023;24;La Noce;Navile;Lame;2;214;BERTALIA - NOCE
2023;25;Tiro A Segno;Navile;Lame;2;18;BERTALIA - NOCE
2023;26;Pescarola;Navile;Lame;1;964;BERTALIA - NOCE
2023;26;Pescarola;Navile;Lame;2;648;BERTALIA - NOCE
2023;26;Pescarola;Navile;Lame;3 e oltre;569;BERTALIA - NOCE
2023;27;Lazzaretto;Navile;Lame;2;96;BERTALIA - NOCE
2023;27;Lazzaretto;Navile;Lame;3 e oltre;98;BERTALIA - NOCE
2023;30;Marconi-1;Porto - Saragozza;Marconi;1;931;MALPIGHI
2023;30;Marconi-1;Porto - Saragozza;Marconi;2;280;MALPIGHI
2023;31;Prati di Caprara-Ospedale Maggiore;Porto - Saragozza;Saffi;1;122;SAFFI
2023;31;Prati di Caprara-Ospedale Maggiore;Porto - Saragozza;Saffi;2;54;SAFFI
2023;33;Zanardi;Porto - Saragozza;Saffi;1;2255;SAFFI
2023;33;Zanardi;Porto - Saragozza;Saffi;2;802;SAFFI
2023;34;Velodromo;Porto - Saragozza;Saffi;3 e oltre;708;SAFFI
2023;37;Battindarno;Borgo Panigale - Reno;Barca;1;2147;BARCA
2023;37;Battindarno;Borgo Panigale - Reno;Barca;3 e oltre;1126;BARCA
