id,Quartiere,room_type,Prezzo,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,number_of_reviews_ltm,license,Zona di prossimità,Area statistica,Coordinate
814310766336230383,Santo Stefano,Entire home/apt,128.0,2,5,2023-10-14,0.49,107,5,037006-CV-00127,IRNERIO,IRNERIO-2,"44.4942583, 11.3527946"
814393773718369582,Borgo Panigale - Reno,Entire home/apt,81.0,2,30,2024-02-02,2.27,226,26,037006-AT-02839,BARCA,BATTINDARNO,"44.50257392941846, 11.29208654165268"
817900995638739906,Porto - Saragozza,Entire home/apt,350.0,2,1,2023-03-27,0.08,85,1,,MARCONI,MARCONI-2,"44.49668, 11.33629"
817977246295083032,San Donato - San Vitale,Entire home/apt,63.0,1,8,2024-03-11,0.79,9,8,,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.5051251, 11.3663099"
818560669216991792,Porto - Saragozza,Entire home/apt,118.0,1,19,2024-03-03,1.65,288,19,,MARCONI,MARCONI-2,"44.504311, 11.3411862"
818711190952014553,Santo Stefano,Entire home/apt,63.0,1,5,2024-03-10,0.44,329,5,,GALVANI,GALVANI-2,"44.4869448, 11.3404874"
818883252773249331,Navile,Private room,45.0,2,6,2023-11-12,0.47,64,4,,BERTALIA - NOCE,PESCAROLA,"44.5199, 11.31662"
820378972735953175,Navile,Entire home/apt,161.0,1,14,2024-02-12,1.03,351,10,,BOLOGNINA,PIAZZA DELL'UNITA',"44.50845, 11.34667"
820388837369343532,Porto - Saragozza,Entire home/apt,150.0,1,0,,,260,0,,MARCONI,MARCONI-2,"44.49977090000001, 11.3355401"
822172512168279964,Santo Stefano,Entire home/apt,2000.0,1,50,2023-12-03,3.95,0,48,037006-AT-02568,IRNERIO,IRNERIO-1,"44.4981803, 11.3464218"
822237830919227060,Porto - Saragozza,Entire home/apt,99.0,3,56,2024-03-15,4.43,139,54,037006-AT-02562,MARCONI,MARCONI-2,"44.49659, 11.33682"
822324947659723889,Santo Stefano,Entire home/apt,116.0,1,26,2024-03-20,2.47,216,26,037006-CV-00611,IRNERIO,IRNERIO-2,"44.49513, 11.35364"
823141860542936754,Porto - Saragozza,Private room,50.0,1,122,2024-03-24,9.27,195,113,,MALPIGHI,MALPIGHI-2,"44.49777, 11.33092"
823158458243308326,Navile,Entire home/apt,99.0,2,8,2024-02-11,0.6,33,7,,BOLOGNINA,VIA FERRARESE,"44.51625, 11.34983"
825839069364326851,Santo Stefano,Entire home/apt,122.0,1,6,2023-07-01,0.5,305,6,,GALVANI,GALVANI-1,"44.4923588, 11.3478995"
826164081051966090,San Donato - San Vitale,Entire home/apt,118.0,4,6,2024-01-06,0.55,327,6,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.4980819, 11.3598321"
827255466873240910,Navile,Private room,58.0,1,15,2023-10-28,1.17,355,14,,BOLOGNINA,VIA FERRARESE,"44.5188289, 11.3581018"
827966172349033105,Porto - Saragozza,Entire home/apt,90.0,1,30,2024-03-17,2.41,129,29,,MALPIGHI,MALPIGHI-2,"44.4904, 11.33436"
828190965956684520,Borgo Panigale - Reno,Entire home/apt,76.0,5,9,2024-03-03,0.84,328,9,,SANTA VIOLA,AGUCCHI,"44.50962, 11.29545"
828688521132739823,Santo Stefano,Entire home/apt,60.0,1,18,2024-03-16,2.08,268,18,,IRNERIO,IRNERIO-2,"44.4941992, 11.3530757"
828931657905934033,Santo Stefano,Entire home/apt,191.0,1,27,2024-02-04,2.11,68,23,,IRNERIO,IRNERIO-1,"44.49678, 11.34767"
829117070626189333,Santo Stefano,Entire home/apt,143.0,2,27,2024-03-19,2.06,98,25,,GALVANI,GALVANI-1,"44.4937648, 11.3443505"
829179757721236560,Navile,Private room,95.0,2,1,2023-03-09,0.08,351,0,,BOLOGNINA,PIAZZA DELL'UNITA',"44.51044, 11.34641"
829421772565933232,Navile,Entire home/apt,228.0,1,3,2023-05-13,0.24,332,2,,CORTICELLA - DOZZA,SAN SAVINO,"44.54111, 11.35709"
830909066990961844,San Donato - San Vitale,Entire home/apt,76.0,2,16,2024-01-01,1.32,267,16,037006-AT-02694,SAN DONATO VECCHIO,MICHELINO,"44.5066764, 11.3672579"
831780866464289448,Santo Stefano,Entire home/apt,850.0,1,3,2023-08-19,0.32,0,3,"Foglio 203, Particella 143, Subalterno 19, Categoria A/4",GALVANI,GALVANI-2,"44.4903698, 11.3497385"
832314279153141215,Porto - Saragozza,Entire home/apt,70.0,1,14,2023-10-23,1.2,305,14,,MALPIGHI,MALPIGHI-2,"44.4967304, 11.3283759"
833187450055524558,Santo Stefano,Entire home/apt,226.0,1,0,,,208,0,CODICE CIR: 037006-AL-00001,GALVANI,GALVANI-1,"44.493, 11.34233"
833305536334596069,San Donato - San Vitale,Entire home/apt,73.0,2,26,2024-02-29,2.09,164,25,Codice regionale 037006-AT-02557  ;  codice struttura U07187  ;   Scia   70942,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.49191, 11.36675"
833976405671314134,Porto - Saragozza,Entire home/apt,133.0,2,18,2023-10-08,1.42,346,15,,MARCONI,MARCONI-2,"44.50065, 11.33248"
834715704357308167,Santo Stefano,Entire home/apt,164.0,3,10,2024-01-17,0.8,83,9,,GALVANI,GALVANI-2,"44.48833, 11.34543"
834876577716045619,Navile,Entire home/apt,102.0,2,34,2024-03-18,2.73,97,33,037006-AT-02563,BOLOGNINA,PIAZZA DELL'UNITA',"44.5110097, 11.3515625"
835238763727514821,San Donato - San Vitale,Private room,91.0,3,5,2023-11-06,0.55,47,5,,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.50459810000002, 11.364147073016351"
835317035814534257,Santo Stefano,Entire home/apt,,3,13,2024-02-18,1.04,3,12,U07244- 037006AT02596,MURRI,MEZZOFANTI,"44.48401, 11.36196"
836022514257948440,Santo Stefano,Private room,138.0,1,77,2023-12-11,6.21,207,76,,MURRI,MEZZOFANTI,"44.48784, 11.36223"
836377541642497326,Santo Stefano,Entire home/apt,103.0,1,9,2024-02-17,0.8,69,9,,GALVANI,GALVANI-1,"44.49433, 11.34406"
836393992610479241,Borgo Panigale - Reno,Entire home/apt,64.0,5,8,2024-03-02,0.65,341,7,,SANTA VIOLA,AGUCCHI,"44.51193, 11.29468"
836748581869809230,Porto - Saragozza,Entire home/apt,462.0,2,47,2024-03-17,3.95,84,47,037-CV-00679,MARCONI,MARCONI-2,"44.4975678, 11.3365552"
836853334522414621,Navile,Entire home/apt,183.0,2,0,,,137,0,037006-AT-01133,CORTICELLA - DOZZA,CROCE COPERTA,"44.5349, 11.34898"
838991441310138910,Santo Stefano,Entire home/apt,79.0,1,91,2024-03-08,7.22,26,88,,GALVANI,GALVANI-1,"44.49244, 11.35088"
839620321936556971,Borgo Panigale - Reno,Entire home/apt,80.0,2,5,2024-01-01,0.65,136,5,037006-CV-00223,SANTA VIOLA,AGUCCHI,"44.50931, 11.29997"
839620327300432968,Borgo Panigale - Reno,Entire home/apt,60.0,2,4,2023-09-28,0.38,156,4,037006-CV-00223,SANTA VIOLA,AGUCCHI,"44.5098489, 11.2990027"
839838448056500150,Porto - Saragozza,Entire home/apt,500.0,1,42,2024-03-10,3.61,206,42,CIR 037006-AT-01777,MALPIGHI,MALPIGHI-1,"44.4947516, 11.3399344"
840661811761846193,Navile,Entire home/apt,1000.0,1,0,,,365,0,,BOLOGNINA,PIAZZA DELL'UNITA',"44.50944, 11.351"
841284113683422686,Santo Stefano,Entire home/apt,323.0,2,19,2023-11-15,1.52,114,18,,IRNERIO,IRNERIO-2,"44.5018732, 11.3493858"
841903748718125617,Santo Stefano,Entire home/apt,150.0,2,41,2024-03-11,3.3,288,40,,IRNERIO,IRNERIO-1,"44.4988863, 11.3449165"
842045356768102641,Porto - Saragozza,Entire home/apt,92.0,2,16,2023-12-11,1.67,206,16,,MALPIGHI,MALPIGHI-2,"44.4916, 11.33219"
842642032475724342,Santo Stefano,Entire home/apt,141.0,1,4,2024-03-10,0.32,112,3,037006-AT-03176,MURRI,CHIESANUOVA,"44.4749326, 11.3647102"
842808000280564696,San Donato - San Vitale,Entire home/apt,89.0,1,13,2024-03-24,1.03,278,11,,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.4928032, 11.3676691"
844061154615790904,Santo Stefano,Entire home/apt,330.0,1,29,2024-01-03,2.64,144,29,,GALVANI,GALVANI-2,"44.490076, 11.348389"
844083417627819931,Santo Stefano,Entire home/apt,87.0,3,11,2023-10-11,0.89,155,10,037006-AT-02701,GALVANI,GALVANI-2,"44.48652, 11.33992"
844128758555161037,Porto - Saragozza,Private room,180.0,1,0,,,90,0,,SARAGOZZA - SAN LUCA,XXI APRILE,"44.4958, 11.31822"
846090808530331364,Navile,Entire home/apt,99.0,2,10,2023-12-21,1.01,60,10,,BOLOGNINA,PIAZZA DELL'UNITA',"44.5076328, 11.3416208"
846363914044847764,Porto - Saragozza,Entire home/apt,199.0,1,10,2024-01-01,0.91,249,10,,MALPIGHI,MALPIGHI-2,"44.49061, 11.3374"
846377145253911966,San Donato - San Vitale,Private room,126.0,2,2,2023-09-28,0.18,362,2,,SAN DONATO VECCHIO,VIA MONDO,"44.5011544, 11.3740628"
846892630414516902,Santo Stefano,Private room,75.0,1,18,2024-03-23,3.29,194,18,,GALVANI,GALVANI-2,"44.4886043885402, 11.347945600000015"
847537302266217545,Santo Stefano,Entire home/apt,101.0,1,26,2024-03-03,2.23,47,26,,MURRI,DAGNINI,"44.483152, 11.3692675"
847815907409352064,Porto - Saragozza,Entire home/apt,115.0,3,10,2023-07-25,0.8,183,9,037006-AT-02613,MALPIGHI,MALPIGHI-2,"44.4954033, 11.3313106"
849091924539531744,San Donato - San Vitale,Entire home/apt,101.0,1,92,2024-03-22,7.44,76,91,,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.4903582, 11.3700458"
849764740412663646,Santo Stefano,Entire home/apt,127.0,1,1,2023-03-28,0.08,214,1,,IRNERIO,IRNERIO-1,"44.4969611, 11.3475408"
849924832313533259,San Donato - San Vitale,Entire home/apt,105.0,2,31,2024-02-26,2.66,173,31,037006-AT-02593,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.495632, 11.372405"
850048066200176012,Savena,Entire home/apt,84.0,1,33,2024-03-17,3.78,264,33,C.I.R. 037006-AT-02863,LUNGO SAVENA,PONTE SAVENA-LA BASTIA,"44.4527642, 11.3654724"
851278632059678729,Porto - Saragozza,Entire home/apt,100.0,1,12,2024-03-02,1.18,358,12,027350-CV-43596,SARAGOZZA - SAN LUCA,XXI APRILE,"44.49196, 11.32109"
851940346207362904,Porto - Saragozza,Entire home/apt,59.0,1,1,2023-07-26,0.12,287,1,,MARCONI,MARCONI-2,"44.504292, 11.3415449"
851946805587224418,Porto - Saragozza,Entire home/apt,91.0,1,9,2023-09-21,0.79,307,9,,MALPIGHI,MARCONI-1,"44.4957198, 11.3422718"
851981834229489249,Santo Stefano,Entire home/apt,67.0,1,45,2024-03-10,3.92,339,45,,IRNERIO,IRNERIO-1,"44.494842, 11.3437476"
851994106181605748,Santo Stefano,Private room,90.0,2,52,2024-03-21,4.29,286,52,,IRNERIO,IRNERIO-2,"44.4991586, 11.3453828"
852067486432699213,Porto - Saragozza,Entire home/apt,91.0,1,7,2024-03-22,7.0,165,7,,SAFFI,VELODROMO,"44.50395583663203, 11.313542877441623"
852080813107438029,Santo Stefano,Entire home/apt,79.0,1,2,2023-09-17,0.28,324,2,,GALVANI,GALVANI-2,"44.4906941, 11.355428"
852758913808998249,San Donato - San Vitale,Entire home/apt,59.0,1,3,2023-12-18,0.31,297,3,,CIRENAICA - MASSARENTI - SCANDELLARA,MENGOLI,"44.4917388, 11.37136"
852771036202269664,Porto - Saragozza,Entire home/apt,67.0,1,13,2023-09-26,1.44,273,13,,MARCONI,MARCONI-2,"44.503853, 11.340974"
853331401315502909,Santo Stefano,Entire home/apt,86.0,1,16,2024-03-08,1.42,259,16,,IRNERIO,IRNERIO-1,"44.4986982, 11.3444044"
853423562752763020,Porto - Saragozza,Entire home/apt,67.0,1,8,2024-03-09,0.79,338,8,,MARCONI,MARCONI-2,"44.5025733, 11.3413774"
853587259426981445,Santo Stefano,Entire home/apt,150.0,2,13,2024-02-25,1.18,198,13,037006-AT-02640,GALVANI,GALVANI-1,"44.49212840000001, 11.3421017"
854088298326309136,Santo Stefano,Entire home/apt,100.0,1,6,2023-11-17,0.53,302,6,,GALVANI,GALVANI-2,"44.4906941, 11.355428"
854247146379653042,Santo Stefano,Entire home/apt,124.0,1,9,2024-02-25,1.0,304,9,,IRNERIO,IRNERIO-2,"44.4988765, 11.3463769"
854785540262625193,Santo Stefano,Entire home/apt,95.0,2,14,2023-09-24,1.23,10,14,,GALVANI,GALVANI-2,"44.48854, 11.35451"
856093424030982447,Savena,Private room,110.0,1,9,2023-05-19,0.77,362,9,,PONTEVECCHIO - MAZZINI,BITONE,"44.47487, 11.38445"
856222774827357426,Borgo Panigale - Reno,Entire home/apt,90.0,1,39,2024-03-24,3.46,239,39,,BORGO PANIGALE,RIGOSA,"44.5139904, 11.2583663"
856478237185372548,San Donato - San Vitale,Entire home/apt,110.0,4,1,2023-09-27,0.17,134,1,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49795, 11.36224"
856952537086162208,Porto - Saragozza,Entire home/apt,84.0,3,39,2024-03-15,3.68,141,39,037006-AT-02940,MALPIGHI,MARCONI-1,"44.4960251, 11.3373022"
857086197823349469,Santo Stefano,Entire home/apt,77.0,1,24,2024-03-17,5.11,24,24,,IRNERIO,IRNERIO-2,"44.49809383930813, 11.350186316053126"
857152459269393326,Santo Stefano,Entire home/apt,170.0,1,17,2024-01-22,1.47,102,17,,IRNERIO,IRNERIO-2,"44.5019978, 11.3502772"
857167460135544492,Navile,Entire home/apt,152.0,1,1,2023-04-10,0.09,104,1,,BOLOGNINA,VIA FERRARESE,"44.5129943, 11.3574519"
857856321589010629,Porto - Saragozza,Entire home/apt,125.0,1,47,2024-03-17,4.09,67,47,,MALPIGHI,MALPIGHI-2,"44.49485660643814, 11.334215998649595"
858597264108029769,San Donato - San Vitale,Entire home/apt,69.0,1,16,2024-03-05,1.43,340,16,037006-CV-00198,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.50749, 11.35804"
859215577770173003,Porto - Saragozza,Entire home/apt,127.0,3,11,2024-03-08,0.96,141,11,037006-AT-02732,MALPIGHI,MARCONI-1,"44.4971899, 11.3428191"
859801676409869542,Santo Stefano,Private room,150.0,3,0,,,330,0,,GALVANI,GALVANI-2,"44.48748, 11.35101"
861361127982405669,Santo Stefano,Private room,52.0,1,93,2024-03-22,8.45,174,93,,IRNERIO,IRNERIO-1,"44.49738, 11.34745"
862014883481931417,Porto - Saragozza,Entire home/apt,341.0,1,24,2024-02-15,2.2,271,24,037006-AT-02679,MALPIGHI,MALPIGHI-2,"44.4942771, 11.3294679"
862808285698762851,San Donato - San Vitale,Entire home/apt,96.0,2,6,2023-12-11,0.55,138,6,,SAN DONATO VECCHIO,VIA DEL LAVORO,"44.50647695845584, 11.358503247701538"
863117680458655249,Santo Stefano,Entire home/apt,132.0,3,10,2023-08-31,0.88,4,10,,IRNERIO,IRNERIO-2,"44.50193, 11.35305"
863527941126960488,Santo Stefano,Entire home/apt,210.0,3,0,,,229,0,,IRNERIO,IRNERIO-2,"44.49381, 11.35314"
863576796024061327,Santo Stefano,Entire home/apt,193.0,1,38,2024-03-08,3.61,99,38,,IRNERIO,IRNERIO-2,"44.49881, 11.34639"
863624015533741840,Santo Stefano,Entire home/apt,106.0,2,2,2023-07-10,0.19,275,2,,GALVANI,GALVANI-2,"44.4873767, 11.347111"
864147442298472114,Santo Stefano,Entire home/apt,275.0,1,15,2024-03-11,1.36,230,15,037006-CV-00682,IRNERIO,IRNERIO-2,"44.50097, 11.35214"
864254370451037654,Porto - Saragozza,Entire home/apt,119.0,3,27,2023-11-26,2.35,131,27,037006-AT-02700,MALPIGHI,MALPIGHI-2,"44.4923908, 11.3351088"
867127292305164630,Porto - Saragozza,Private room,113.0,3,7,2023-07-23,0.64,167,7,,MALPIGHI,MALPIGHI-2,"44.4955068, 11.3340894"
867852248206517119,Santo Stefano,Entire home/apt,104.0,5,5,2024-03-23,0.58,95,5,,GALVANI,GALVANI-2,"44.4867977, 11.3420584"
868155040837865763,Santo Stefano,Entire home/apt,30.0,30,2,2024-01-31,0.25,96,2,,MURRI,CHIESANUOVA,"44.47662, 11.36512"
868637744116626338,Santo Stefano,Entire home/apt,111.0,3,2,2023-05-19,0.18,152,2,037006-AT-02927,GALVANI,GALVANI-2,"44.4878, 11.34075"
868710432691442338,Santo Stefano,Entire home/apt,155.0,1,15,2024-02-17,1.34,275,15,,IRNERIO,IRNERIO-2,"44.5002299, 11.3478599"
869314930285634262,Porto - Saragozza,Entire home/apt,112.0,1,1,2023-07-23,0.12,244,1,,MALPIGHI,MALPIGHI-2,"44.49337, 11.33066"
869336029609043407,Savena,Entire home/apt,,2,0,,,0,0,,PONTEVECCHIO - MAZZINI,PONTEVECCHIO,"44.482393409589214, 11.377082927487349"
869666834099958206,Porto - Saragozza,Entire home/apt,128.0,3,11,2024-03-10,1.02,128,11,037006-AT-02926,MALPIGHI,MALPIGHI-2,"44.48999, 11.33869"
870711318958606846,Porto - Saragozza,Entire home/apt,89.0,2,6,2023-06-07,0.53,21,6,,MALPIGHI,MARCONI-1,"44.4957, 11.33866"
870942648818518170,Borgo Panigale - Reno,Entire home/apt,44.0,5,2,2023-08-09,0.25,20,2,,BORGO PANIGALE,DUCATI-VILLAGGIO INA,"44.51914, 11.26983"
871076687705334205,Porto - Saragozza,Entire home/apt,82.0,2,1,2023-07-15,0.12,24,1,,SAFFI,VIA VITTORIO VENETO,"44.49879, 11.3181"
871498829564447877,Borgo Panigale - Reno,Entire home/apt,,1,0,,,267,0,,SANTA VIOLA,EMILIA PONENTE,"44.50704348016505, 11.293507106602192"
872398704881122495,Navile,Entire home/apt,63.0,3,9,2023-09-29,0.82,82,9,,BOLOGNINA,ARCOVEGGIO,"44.51907, 11.33816"
872968962861878455,Santo Stefano,Entire home/apt,343.0,4,2,2023-09-09,0.22,148,2,,GALVANI,GALVANI-2,"44.49026, 11.35224"
872994485358661292,Porto - Saragozza,Entire home/apt,88.0,1,9,2024-02-23,0.93,271,9,,MARCONI,MARCONI-2,"44.50340313651857, 11.34054996828249"
873051216407909567,Borgo Panigale - Reno,Entire home/apt,106.0,2,20,2024-03-22,1.85,70,20,037006-AT-02689,SANTA VIOLA,EMILIA PONENTE,"44.50533, 11.3074"
874374234677065405,Borgo Panigale - Reno,Entire home/apt,135.0,1,13,2024-03-10,1.18,282,13,037006-AT-02616,BARCA,BATTINDARNO,"44.49732, 11.29374"
874491142902815062,Navile,Entire home/apt,91.0,1,2,2023-08-16,0.22,324,2,,CORTICELLA - DOZZA,CROCE COPERTA,"44.532406, 11.3460151"
874491263547922728,Navile,Entire home/apt,95.0,1,2,2024-01-11,0.43,325,2,,CORTICELLA - DOZZA,CROCE COPERTA,"44.532406, 11.3460151"
878880843110693536,Porto - Saragozza,Entire home/apt,84.0,3,40,2024-03-08,3.9,148,40,037006-AT-03065,MARCONI,MARCONI-2,"44.5041855, 11.338787"
880260910916449726,San Donato - San Vitale,Entire home/apt,102.0,1,30,2024-03-18,4.76,284,30,037006-CV-00728,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.4949517, 11.3638161"
880379918353836798,Porto - Saragozza,Private room,64.0,1,11,2024-03-24,1.04,191,11,,SARAGOZZA - SAN LUCA,SAN GIUSEPPE,"44.49349, 11.32599"
880398454270269995,Santo Stefano,Entire home/apt,85.0,1,30,2024-03-15,2.97,279,30,037006-CV-00244,GALVANI,GALVANI-2,"44.48815, 11.35338"
882530657888609884,San Donato - San Vitale,Entire home/apt,89.0,2,4,2023-09-30,0.38,180,4,CIR 037006/AT/02848,SAN DONATO VECCHIO,VIA MONDO,"44.500549773507736, 11.372290360380669"
883194123992627502,Porto - Saragozza,Private room,60.0,2,2,2023-07-06,0.21,79,2,,MARCONI,MARCONI-2,"44.5007677, 11.3403157"
883935116667474227,Santo Stefano,Entire home/apt,99.0,2,18,2024-03-16,2.01,73,18,037006-AT-02608,GALVANI,GALVANI-1,"44.49241079999999, 11.35091"
884004184849753721,Santo Stefano,Private room,167.0,1,0,,,176,0,,IRNERIO,IRNERIO-1,"44.4947, 11.34633"
884614978205889043,Porto - Saragozza,Entire home/apt,107.0,2,14,2024-03-10,1.35,66,14,,MALPIGHI,MARCONI-1,"44.49645591689176, 11.339220215344223"
886095062987979442,Porto - Saragozza,Entire home/apt,93.0,2,16,2023-12-18,1.55,203,16,,SARAGOZZA - SAN LUCA,XXI APRILE,"44.4913494, 11.3178737"
886843032488134049,Santo Stefano,Private room,80.0,3,12,2024-01-04,1.2,344,12,,IRNERIO,IRNERIO-2,"44.49909, 11.3517"
886896363949866456,Navile,Entire home/apt,100.0,2,3,2023-08-20,0.37,189,3,,BOLOGNINA,PIAZZA DELL'UNITA',"44.5080526, 11.350563"
887371439109139036,San Donato - San Vitale,Entire home/apt,85.0,2,22,2024-03-07,2.18,300,22,767472/2023,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49394274919179, 11.359105988360602"
888067169698162487,Borgo Panigale - Reno,Private room,66.0,1,13,2023-10-29,1.24,359,13,,CASTELDEBOLE - PONTELUNGO,TRIUMVIRATO-PIETRA,"44.51141, 11.28584"
888088589401463832,Porto - Saragozza,Private room,54.0,1,32,2024-03-22,3.09,310,32,PG33664912023,SARAGOZZA - SAN LUCA,SAN GIUSEPPE,"44.49229, 11.32496"
890234742530687866,Porto - Saragozza,Entire home/apt,116.0,1,3,2023-10-19,0.39,144,3,037006-AT-02624,MARCONI,MARCONI-2,"44.4997584, 11.3300042"
894806336710038340,Navile,Entire home/apt,188.0,1,4,2024-01-30,0.59,273,4,,BOLOGNINA,ARCOVEGGIO,"44.51871776298104, 11.33929348442868"
896168861718644408,Porto - Saragozza,Entire home/apt,91.0,1,39,2024-03-24,3.99,58,39,,MARCONI,MARCONI-2,"44.49856, 11.33095"
896855709609599454,Porto - Saragozza,Entire home/apt,211.0,1,45,2024-03-03,4.56,191,45,037006-CV-00716,MARCONI,MARCONI-2,"44.5003914, 11.3388952"
896877009951660609,Porto - Saragozza,Entire home/apt,159.0,1,13,2024-02-02,2.12,119,13,,MARCONI,MARCONI-2,"44.50465140551576, 11.34106770157814"
897464895539152107,San Donato - San Vitale,Private room,96.0,1,13,2024-03-24,1.32,358,13,,SAN DONATO VECCHIO,VIA MONDO,"44.50085490000001, 11.3638654"
897652561698356558,Navile,Entire home/apt,80.0,1,31,2024-03-22,3.27,32,31,,BOLOGNINA,VIA FERRARESE,"44.51514, 11.35114"
897738803978337624,Santo Stefano,Entire home/apt,116.0,3,5,2024-02-08,0.52,159,5,,GALVANI,GALVANI-2,"44.48779, 11.34924"
897897300150201222,Porto - Saragozza,Entire home/apt,161.0,2,1,2023-06-15,0.11,15,1,,MALPIGHI,MALPIGHI-2,"44.49186802083871, 11.335874944925308"
899075833635995463,Santo Stefano,Private room,150.0,2,0,,,29,0,,IRNERIO,IRNERIO-1,"44.49505498075644, 11.34282844156739"
899204754464423809,Santo Stefano,Entire home/apt,250.0,2,0,,,81,0,,IRNERIO,IRNERIO-1,"44.4953157, 11.3428464"
899215068795412311,Santo Stefano,Entire home/apt,200.0,2,0,,,278,0,,IRNERIO,IRNERIO-1,"44.4953157, 11.3428464"
899688845290201285,Porto - Saragozza,Entire home/apt,86.0,1,0,,,264,0,,MARCONI,MARCONI-2,"44.49766, 11.33358"
899823591336417611,Santo Stefano,Entire home/apt,200.0,2,1,2023-07-02,0.11,275,1,,IRNERIO,IRNERIO-1,"44.4953157, 11.3428464"
901315691319511411,Santo Stefano,Entire home/apt,110.0,1,3,2023-09-24,0.36,48,3,,IRNERIO,IRNERIO-2,"44.49828, 11.3515"
901534311421217586,San Donato - San Vitale,Entire home/apt,79.0,1,47,2024-03-24,4.88,294,47,,CIRENAICA - MASSARENTI - SCANDELLARA,CIRENAICA,"44.49751, 11.35692"
902891443091998524,Santo Stefano,Entire home/apt,163.0,1,7,2024-03-13,1.16,180,7,,GALVANI,GALVANI-1,"44.49214178255363, 11.348912573417236"
902983717561879938,Navile,Shared room,57.0,1,4,2023-09-29,0.41,327,4,,CORTICELLA - DOZZA,SAVENA ABBANDONATO,"44.54301, 11.36672"
903530914021410694,Navile,Private room,55.0,2,9,2024-03-17,1.68,41,9,,BOLOGNINA,PIAZZA DELL'UNITA',"44.5098396, 11.3454854"
904163118610677754,Santo Stefano,Entire home/apt,266.0,1,50,2024-03-23,5.91,204,50,037006-CV-00677,GALVANI,GALVANI-2,"44.48855146134402, 11.346551068103391"
904933698096563265,Navile,Entire home/apt,90.0,2,6,2023-12-10,0.73,52,6,,BOLOGNINA,VIA FERRARESE,"44.5210831, 11.3493847"
904948793092522189,Navile,Entire home/apt,89.0,2,0,,,57,0,,BEVERARA,BEVERARA,"44.51475, 11.32447"
905498110551005438,Porto - Saragozza,Entire home/apt,150.0,1,9,2024-02-25,1.7,104,9,,MARCONI,MARCONI-2,"44.50257329999999, 11.3413774"
905945044543473578,San Donato - San Vitale,Entire home/apt,98.0,1,71,2024-03-13,7.4,35,71,PG 713473/2022.,SAN DONATO VECCHIO,MICHELINO,"44.50610498564849, 11.368172429502012"
906411225008354230,Santo Stefano,Entire home/apt,91.0,2,38,2024-03-23,4.0,158,38,,IRNERIO,IRNERIO-1,"44.49472440172188, 11.346736307934572"
907316341631507338,Porto - Saragozza,Entire home/apt,118.0,1,3,2024-03-23,0.55,298,3,,SAFFI,ZANARDI,"44.50238, 11.32839"
907873109477541301,Borgo Panigale - Reno,Entire home/apt,76.0,1,13,2024-01-02,1.59,109,13,037006-CV-00198,CASTELDEBOLE - PONTELUNGO,TRIUMVIRATO-PIETRA,"44.5101, 11.28319"
908469464564086434,Santo Stefano,Entire home/apt,61.0,2,22,2023-12-04,2.61,231,22,,IRNERIO,IRNERIO-2,"44.49291179999999, 11.3551853"
908644200720388429,Navile,Private room,108.0,1,10,2023-12-10,1.05,59,10,037006-AF-00550,BOLOGNINA,PIAZZA DELL'UNITA',"44.50826, 11.35419"
