Geo Point;Geo Shape;Tipo di arredo;Data Aggiornamento;quartiere;area statistica;zona prossimita;Stato di conservazione
44.4456092504092, 11.356161317611546;"{""coordinates"": [11.356161317611546, 44.4456092504092], ""type"": ""Point""}";Altro;2013-10-17;Savena;MONTE DONATO;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;DISCRETO
44.50211426028983, 11.30202731863892;"{""coordinates"": [11.30202731863892, 44.50211426028983], ""type"": ""Point""}";Panchina in legno e metallo;2013-10-28;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;BUONO
44.50209270732486, 11.30205329889433;"{""coordinates"": [11.30205329889433, 44.50209270732486], ""type"": ""Point""}";Panchina in legno e metallo;2013-10-28;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;BUONO
44.50206034451033, 11.302343307927627;"{""coordinates"": [11.302343307927627, 44.50206034451033], ""type"": ""Point""}";Panchina in legno e metallo;2013-10-28;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;BUONO
44.502610282833146, 11.302502937734555;"{""coordinates"": [11.302502937734555, 44.502610282833146], ""type"": ""Point""}";Cestino in metallo;2013-10-28;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;BUONO
44.502225805064626, 11.30252612582062;"{""coordinates"": [11.30252612582062, 44.502225805064626], ""type"": ""Point""}";Cestino in metallo;2013-10-28;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;BUONO
44.50264987831025, 11.302035628573936;"{""coordinates"": [11.302035628573936, 44.50264987831025], ""type"": ""Point""}";Cestino in metallo;2013-10-28;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;BUONO
44.50219572430187, 11.301660033126582;"{""coordinates"": [11.301660033126582, 44.50219572430187], ""type"": ""Point""}";Dissuasore;2013-10-28;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;BUONO
44.532652567472404, 11.35653195515404;"{""coordinates"": [11.35653195515404, 44.532652567472404], ""type"": ""Point""}";Tabelle (monitorie e indicative);2013-11-12;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.5335693996523, 11.356801581420312;"{""coordinates"": [11.356801581420312, 44.5335693996523], ""type"": ""Point""}";Tabelle (monitorie e indicative);2013-11-12;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.512491847371855, 11.351460456602869;"{""coordinates"": [11.351460456602869, 44.512491847371855], ""type"": ""Point""}";Tabelle (monitorie e indicative);2013-11-24;Navile;VIA FERRARESE;BOLOGNINA;BUONO
44.51720517546017, 11.355476454211356;"{""coordinates"": [11.355476454211356, 44.51720517546017], ""type"": ""Point""}";Panchina in legno e metallo;2014-02-05;Navile;VIA FERRARESE;BOLOGNINA;BUONO
44.517216655410984, 11.355492557359032;"{""coordinates"": [11.355492557359032, 44.517216655410984], ""type"": ""Point""}";Cestino in metallo;2014-02-05;Navile;VIA FERRARESE;BOLOGNINA;BUONO
44.4921827628386, 11.38919552887299;"{""coordinates"": [11.38919552887299, 44.4921827628386], ""type"": ""Point""}";Portabici;2014-03-05;San Donato - San Vitale;GUELFA;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.49219196104181, 11.38914984546798;"{""coordinates"": [11.38914984546798, 44.49219196104181], ""type"": ""Point""}";Portabici;2014-03-05;San Donato - San Vitale;GUELFA;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.49221932717765, 11.389122176257253;"{""coordinates"": [11.389122176257253, 44.49221932717765], ""type"": ""Point""}";Portabici;2014-03-05;San Donato - San Vitale;GUELFA;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.49230113977049, 11.388855879607911;"{""coordinates"": [11.388855879607911, 44.49230113977049], ""type"": ""Point""}";Tabelle (monitorie e indicative);2014-03-05;San Donato - San Vitale;GUELFA;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.492499353467366, 11.388902357304904;"{""coordinates"": [11.388902357304904, 44.492499353467366], ""type"": ""Point""}";Panchina in legno e metallo;2014-03-05;San Donato - San Vitale;GUELFA;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.49847185009107, 11.302008567747679;"{""coordinates"": [11.302008567747679, 44.49847185009107], ""type"": ""Point""}";Tabelle (monitorie e indicative);2014-04-01;Borgo Panigale - Reno;CANALE DI RENO;BARCA;BUONO
44.53971454447878, 11.35203185532897;"{""coordinates"": [11.35203185532897, 44.53971454447878], ""type"": ""Point""}";Panchina in legno e metallo;2014-03-20;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.53973900487964, 11.35437206316107;"{""coordinates"": [11.35437206316107, 44.53973900487964], ""type"": ""Point""}";Cestone;2014-03-19;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.508777190590365, 11.289382466762557;"{""coordinates"": [11.289382466762557, 44.508777190590365], ""type"": ""Point""}";Panchina in legno e metallo;2005-07-11;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.520306274803275, 11.268439465014527;"{""coordinates"": [11.268439465014527, 44.520306274803275], ""type"": ""Point""}";Panchina in legno e metallo;2014-05-12;Borgo Panigale - Reno;DUCATI-VILLAGGIO INA;BORGO PANIGALE;BUONO
44.50490632596454, 11.28083631766204;"{""coordinates"": [11.28083631766204, 44.50490632596454], ""type"": ""Point""}";Cestino in metallo;2014-05-14;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;BUONO
44.50778442646625, 11.280068632647804;"{""coordinates"": [11.280068632647804, 44.50778442646625], ""type"": ""Point""}";Panchina più tavolo;2014-05-14;Borgo Panigale - Reno;CASTELDEBOLE;CASTELDEBOLE - PONTELUNGO;BUONO
44.50511557044086, 11.305452698545421;"{""coordinates"": [11.305452698545421, 44.50511557044086], ""type"": ""Point""}";Panchina in legno e metallo;2014-06-17;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;BUONO
44.50509870227551, 11.305440069788183;"{""coordinates"": [11.305440069788183, 44.50509870227551], ""type"": ""Point""}";Panchina in legno e metallo;2014-06-17;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;BUONO
44.505059708264376, 11.305774289651426;"{""coordinates"": [11.305774289651426, 44.505059708264376], ""type"": ""Point""}";Cestino in metallo;2022-12-21;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;BUONO
44.5139380119345, 11.35506122066303;"{""coordinates"": [11.35506122066303, 44.5139380119345], ""type"": ""Point""}";Panchina in legno e metallo;2014-06-18;Navile;VIA FERRARESE;BOLOGNINA;BUONO
44.5137004732458, 11.355871870034031;"{""coordinates"": [11.355871870034031, 44.5137004732458], ""type"": ""Point""}";Panchina in legno e metallo;2014-06-18;Navile;VIA FERRARESE;BOLOGNINA;BUONO
44.51290830204101, 11.356176002849343;"{""coordinates"": [11.356176002849343, 44.51290830204101], ""type"": ""Point""}";Cestino in metallo;2014-06-18;Navile;VIA FERRARESE;BOLOGNINA;BUONO
44.512925134925, 11.35610795205213;"{""coordinates"": [11.35610795205213, 44.512925134925], ""type"": ""Point""}";Panchina in legno e metallo;2014-06-18;Navile;VIA FERRARESE;BOLOGNINA;BUONO
44.51119284533712, 11.356178382486485;"{""coordinates"": [11.356178382486485, 44.51119284533712], ""type"": ""Point""}";Dissuasore;2014-06-18;Navile;VIA FERRARESE;BOLOGNINA;BUONO
44.51120718089437, 11.356414085797624;"{""coordinates"": [11.356414085797624, 44.51120718089437], ""type"": ""Point""}";Panchina in legno e metallo;2014-06-18;Navile;VIA FERRARESE;BOLOGNINA;BUONO
44.50941540998434, 11.358402565314265;"{""coordinates"": [11.358402565314265, 44.50941540998434], ""type"": ""Point""}";Portabici;2014-06-18;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;BUONO
44.50957125112951, 11.358214951155153;"{""coordinates"": [11.358214951155153, 44.50957125112951], ""type"": ""Point""}";Panchina in legno e metallo;2014-06-18;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;BUONO
44.509654686069716, 11.358134062067347;"{""coordinates"": [11.358134062067347, 44.509654686069716], ""type"": ""Point""}";Panchina in legno e metallo;2014-06-18;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;BUONO
44.506926835420614, 11.35992688101401;"{""coordinates"": [11.35992688101401, 44.506926835420614], ""type"": ""Point""}";Cestino in metallo;2014-06-18;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;BUONO
44.50690075594545, 11.359815673146676;"{""coordinates"": [11.359815673146676, 44.50690075594545], ""type"": ""Point""}";Panchina in legno e metallo;2014-06-18;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;BUONO
44.50710949450055, 11.359602024789021;"{""coordinates"": [11.359602024789021, 44.50710949450055], ""type"": ""Point""}";Cestino in metallo;2014-06-18;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;BUONO
44.50709414687715, 11.359642823855994;"{""coordinates"": [11.359642823855994, 44.50709414687715], ""type"": ""Point""}";Panchina in legno e metallo;2014-06-18;San Donato - San Vitale;VIA DEL LAVORO;SAN DONATO VECCHIO;BUONO
44.494824347661286, 11.300173310970795;"{""coordinates"": [11.300173310970795, 44.494824347661286], ""type"": ""Point""}";Portabici;2017-07-20;Borgo Panigale - Reno;CANALE DI RENO;BARCA;BUONO
44.50905067948025, 11.28955396647122;"{""coordinates"": [11.28955396647122, 44.50905067948025], ""type"": ""Point""}";Panchina più tavolo;2014-07-17;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.49852126586397, 11.360601751365802;"{""coordinates"": [11.360601751365802, 44.49852126586397], ""type"": ""Point""}";Panchina più tavolo;2014-07-22;San Donato - San Vitale;CIRENAICA;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.49876518605626, 11.360009106145204;"{""coordinates"": [11.360009106145204, 44.49876518605626], ""type"": ""Point""}";Cestino in metallo;2014-07-22;San Donato - San Vitale;CIRENAICA;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.49866879237101, 11.36007435586942;"{""coordinates"": [11.36007435586942, 44.49866879237101], ""type"": ""Point""}";Panchina in legno e metallo;2014-07-22;San Donato - San Vitale;CIRENAICA;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.49865463328947, 11.360122588904932;"{""coordinates"": [11.360122588904932, 44.49865463328947], ""type"": ""Point""}";Panchina in legno e metallo;2014-07-22;San Donato - San Vitale;CIRENAICA;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.49863963157026, 11.360125873699696;"{""coordinates"": [11.360125873699696, 44.49863963157026], ""type"": ""Point""}";Cestino in metallo;2014-07-22;San Donato - San Vitale;CIRENAICA;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.51252807535169, 11.33341082407779;"{""coordinates"": [11.33341082407779, 44.51252807535169], ""type"": ""Point""}";Tabelle (monitorie e indicative);2014-07-28;Navile;EX MERCATO ORTOFRUTTICOLO;BOLOGNINA;BUONO
44.45936079393566, 11.369191605815612;"{""coordinates"": [11.369191605815612, 44.45936079393566], ""type"": ""Point""}";Tabelle (monitorie e indicative);2014-09-03;Savena;VIA TOSCANA;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;BUONO
44.50819890861634, 11.288630919939687;"{""coordinates"": [11.288630919939687, 44.50819890861634], ""type"": ""Point""}";Cestino in metallo;2014-09-16;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.5087622800176, 11.28841356160662;"{""coordinates"": [11.28841356160662, 44.5087622800176], ""type"": ""Point""}";Panchina più tavolo;2014-09-16;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.508522661273815, 11.288618193189894;"{""coordinates"": [11.288618193189894, 44.508522661273815], ""type"": ""Point""}";Panchina in legno e metallo;2014-09-16;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.508610185855325, 11.288496239158388;"{""coordinates"": [11.288496239158388, 44.508610185855325], ""type"": ""Point""}";Panchina in legno e metallo;2014-09-16;Borgo Panigale - Reno;TRIUMVIRATO-PIETRA;CASTELDEBOLE - PONTELUNGO;BUONO
44.508909871598455, 11.386004876421108;"{""coordinates"": [11.386004876421108, 44.508909871598455], ""type"": ""Point""}";Cestino in metallo;2014-09-18;San Donato - San Vitale;PILASTRO;SAN DONATO NUOVO;BUONO
44.5101456354911, 11.386308918644387;"{""coordinates"": [11.386308918644387, 44.5101456354911], ""type"": ""Point""}";Panchina in legno e metallo;2014-09-18;San Donato - San Vitale;PILASTRO;SAN DONATO NUOVO;BUONO
44.51046531121875, 11.385779357879889;"{""coordinates"": [11.385779357879889, 44.51046531121875], ""type"": ""Point""}";Cestino in metallo;2014-09-18;San Donato - San Vitale;PILASTRO;SAN DONATO NUOVO;BUONO
44.510550054932274, 11.385240205332988;"{""coordinates"": [11.385240205332988, 44.510550054932274], ""type"": ""Point""}";Cestino in metallo;2014-09-18;San Donato - San Vitale;PILASTRO;SAN DONATO NUOVO;BUONO
44.513893997464606, 11.333660254444515;"{""coordinates"": [11.333660254444515, 44.513893997464606], ""type"": ""Point""}";Arredo artistico;2018-05-01;Navile;EX MERCATO ORTOFRUTTICOLO;BOLOGNINA;PESSIMO
44.51370405436563, 11.33395998980294;"{""coordinates"": [11.33395998980294, 44.51370405436563], ""type"": ""Point""}";Arredo artistico;2018-05-01;Navile;EX MERCATO ORTOFRUTTICOLO;BOLOGNINA;PESSIMO
44.513694400416135, 11.333909512398723;"{""coordinates"": [11.333909512398723, 44.513694400416135], ""type"": ""Point""}";Arredo artistico;2018-05-01;Navile;EX MERCATO ORTOFRUTTICOLO;BOLOGNINA;PESSIMO
44.51371079750094, 11.334000394831962;"{""coordinates"": [11.334000394831962, 44.51371079750094], ""type"": ""Point""}";Arredo artistico;2018-05-01;Navile;EX MERCATO ORTOFRUTTICOLO;BOLOGNINA;PESSIMO
44.51378966080193, 11.333885392047039;"{""coordinates"": [11.333885392047039, 44.51378966080193], ""type"": ""Point""}";Arredo artistico;2018-05-01;Navile;EX MERCATO ORTOFRUTTICOLO;BOLOGNINA;PESSIMO
44.5137668574799, 11.33386830277271;"{""coordinates"": [11.33386830277271, 44.5137668574799], ""type"": ""Point""}";Arredo artistico;2018-05-01;Navile;EX MERCATO ORTOFRUTTICOLO;BOLOGNINA;PESSIMO
44.49436673277925, 11.341485298091932;"{""coordinates"": [11.341485298091932, 44.49436673277925], ""type"": ""Point""}";Cestino in metallo;2014-10-23;Porto - Saragozza;MALPIGHI-1;MALPIGHI;PESSIMO
44.49439046606564, 11.341448596211062;"{""coordinates"": [11.341448596211062, 44.49439046606564], ""type"": ""Point""}";Panchine di altro tipo;2014-10-23;Porto - Saragozza;MALPIGHI-1;MALPIGHI;PESSIMO
44.494391206524625, 11.341432864569773;"{""coordinates"": [11.341432864569773, 44.494391206524625], ""type"": ""Point""}";Panchine di altro tipo;2014-10-23;Porto - Saragozza;MALPIGHI-1;MALPIGHI;PESSIMO
44.49439741253446, 11.341374737872302;"{""coordinates"": [11.341374737872302, 44.49439741253446], ""type"": ""Point""}";Panchine di altro tipo;2014-10-23;Porto - Saragozza;MALPIGHI-1;MALPIGHI;PESSIMO
44.49440583867728, 11.341289847468866;"{""coordinates"": [11.341289847468866, 44.49440583867728], ""type"": ""Point""}";Panchine di altro tipo;2014-10-23;Porto - Saragozza;MALPIGHI-1;MALPIGHI;PESSIMO
44.53149823942196, 11.343011764604682;"{""coordinates"": [11.343011764604682, 44.53149823942196], ""type"": ""Point""}";Cestino in metallo;2014-11-03;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.53139146788632, 11.343070012336284;"{""coordinates"": [11.343070012336284, 44.53139146788632], ""type"": ""Point""}";Panchine di altro tipo;2015-07-21;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.531320289048885, 11.343831385177065;"{""coordinates"": [11.343831385177065, 44.531320289048885], ""type"": ""Point""}";Panchina in legno e metallo;2020-02-09;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.49886162675484, 11.388854301050223;"{""coordinates"": [11.388854301050223, 44.49886162675484], ""type"": ""Point""}";Tabelle (monitorie e indicative);2014-11-16;San Donato - San Vitale;VIA LARGA;CIRENAICA - MASSARENTI - SCANDELLARA;BUONO
44.502453777845105, 11.322297154405367;"{""coordinates"": [11.322297154405367, 44.502453777845105], ""type"": ""Point""}";Cestino in metallo;2014-12-01;Porto - Saragozza;PRATI DI CAPRARA-OSPEDALE MAGGIORE;SAFFI;BUONO
44.52557259191392, 11.318395490044548;"{""coordinates"": [11.318395490044548, 44.52557259191392], ""type"": ""Point""}";Cestino in metallo;2015-06-15;Navile;PESCAROLA;BERTALIA - NOCE;BUONO
44.49196816342567, 11.30810271288261;"{""coordinates"": [11.30810271288261, 44.49196816342567], ""type"": ""Point""}";Portabici;2015-06-23;Porto - Saragozza;STADIO-MELONCELLO;SARAGOZZA - SAN LUCA;BUONO
44.53747625614157, 11.346087274239022;"{""coordinates"": [11.346087274239022, 44.53747625614157], ""type"": ""Point""}";Altro;2015-08-11;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.53743587590057, 11.346174568646685;"{""coordinates"": [11.346174568646685, 44.53743587590057], ""type"": ""Point""}";Altro;2015-08-11;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.53753992996839, 11.345840066155136;"{""coordinates"": [11.345840066155136, 44.53753992996839], ""type"": ""Point""}";Arredo artistico;2015-08-11;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.53752715169785, 11.345731654053727;"{""coordinates"": [11.345731654053727, 44.53752715169785], ""type"": ""Point""}";Arredo artistico;2015-08-11;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.5375337842174, 11.346069603905313;"{""coordinates"": [11.346069603905313, 44.5375337842174], ""type"": ""Point""}";Arredo artistico;2015-08-11;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.54053015575362, 11.353238873156378;"{""coordinates"": [11.353238873156378, 44.54053015575362], ""type"": ""Point""}";Cestone;2015-08-26;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.54086703166713, 11.351737014759282;"{""coordinates"": [11.351737014759282, 44.54086703166713], ""type"": ""Point""}";Cestone;2015-08-26;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.540525192618915, 11.354497997568883;"{""coordinates"": [11.354497997568883, 44.540525192618915], ""type"": ""Point""}";Cestone;2015-08-26;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.54148333723207, 11.352786479891137;"{""coordinates"": [11.352786479891137, 44.54148333723207], ""type"": ""Point""}";Bacheche informative;;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.54101425388823, 11.353819414938737;"{""coordinates"": [11.353819414938737, 44.54101425388823], ""type"": ""Point""}";Panchina in legno e metallo;;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.53935187279787, 11.353812107321959;"{""coordinates"": [11.353812107321959, 44.53935187279787], ""type"": ""Point""}";Panchina in legno e metallo;;Navile;CROCE COPERTA;CORTICELLA - DOZZA;BUONO
44.52040663082356, 11.326917336164627;"{""coordinates"": [11.326917336164627, 44.52040663082356], ""type"": ""Point""}";Cestone;2015-09-23;Navile;BEVERARA;BEVERARA;BUONO
44.52059653429587, 11.326844729555711;"{""coordinates"": [11.326844729555711, 44.52059653429587], ""type"": ""Point""}";Cestino in metallo;2015-09-23;Navile;BEVERARA;BEVERARA;BUONO
44.47101581280555, 11.387321005579423;"{""coordinates"": [11.387321005579423, 44.47101581280555], ""type"": ""Point""}";Tabelle (monitorie e indicative);2015-11-04;Savena;VIA ARNO;PONTEVECCHIO - MAZZINI;BUONO
44.50638065328436, 11.306590852752715;"{""coordinates"": [11.306590852752715, 44.50638065328436], ""type"": ""Point""}";Tabelle (monitorie e indicative);;Borgo Panigale - Reno;EMILIA PONENTE;SANTA VIOLA;BUONO
44.46328842430562, 11.372633268357308;"{""coordinates"": [11.372633268357308, 44.46328842430562], ""type"": ""Point""}";Tabelle (monitorie e indicative);;Savena;VIA TOSCANA;VIA TOSCANA - S. RUFFILLO - MONTE DONATO;
