Sezione censimento (2011);Anno di riferimento;Nome quartiere;Nome zona;Nome area;Numero unità locali;Numero addetti (dipendenti e indipendenti);Numero addetti istituzioni pubbliche;Numero studenti
1;2018;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;3;4;;
6;2018;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;2;10;;
7;2018;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;1;1;;
8;2018;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;3;2;;
13;2018;Borgo Panigale - Reno;Borgo Panigale;LAVINO DI MEZZO;39;90;;
14;2018;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;2;2;;
19;2018;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;2;2;;
21;2018;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;5;5;;
28;2018;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;5;34;;
30;2018;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;3;2;;
34;2018;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;4;71;;
39;2018;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;10;19;;
41;2018;Borgo Panigale - Reno;Borgo Panigale;BARGELLINO;12;104;;
43;2018;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;3;2;;
49;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;1;8;;
52;2018;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;2;2;;
53;2018;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;2;2;;
54;2018;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;1;2;;
65;2018;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;7;27;;
66;2018;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;1;2;;
67;2018;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;4;16;;
72;2018;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;2;33;;
77;2018;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;9;9;;
79;2018;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;31;49;;
80;2018;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;1;3;;
81;2018;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;11;15;;
91;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;1;2;;
95;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;5;7;;
97;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;12;13;;
99;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;6;9;;
103;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;18;36;;
104;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;10;13;;
112;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;30;42;;
116;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;9;33;;
122;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;4;3;;
130;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;2;38;;
131;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;2;35;;
135;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;1;1;;
136;2018;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;18;326;;
137;2018;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;59;1834;;
138;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;14;218;;
140;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;56;92;;
142;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;53;148;;
143;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;54;359;;
146;2018;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;32;74;;
152;2018;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;5;7;;
161;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;5;4;;
168;2018;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;2;4;;
177;2018;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;21;37;;
180;2018;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;5;4;;
186;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;6;9;;
190;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;1;12;;
192;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;1;1;;
196;2018;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;8;14;;
200;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;3;154;;
203;2018;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;8;11;;
209;2018;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;2;5;;
210;2018;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;9;36;;
211;2018;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;9;26;;
216;2018;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;3;17;;
217;2018;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;1;0;;
224;2018;Navile;Bolognina;CNR;7;38;;
229;2018;Navile;Bolognina;ARCOVEGGIO;18;261;;
233;2018;Navile;Bolognina;ARCOVEGGIO;7;7;;
236;2018;Navile;Bolognina;ARCOVEGGIO;5;6;;
237;2018;Navile;Bolognina;ARCOVEGGIO;5;5;;
238;2018;Navile;Bolognina;ARCOVEGGIO;10;12;;
240;2018;Navile;Bolognina;ARCOVEGGIO;6;27;;
243;2018;Navile;Bolognina;ARCOVEGGIO;10;14;;
246;2018;Navile;Bolognina;ARCOVEGGIO;8;17;;
247;2018;Navile;Bolognina;ARCOVEGGIO;24;36;;
250;2018;Navile;Bolognina;EX MERCATO ORTOFRUTTICOLO;34;247;;
258;2018;Navile;Bolognina;ARCOVEGGIO;16;28;;
261;2018;Navile;Bolognina;ARCOVEGGIO;17;32;;
262;2018;Navile;Bolognina;ARCOVEGGIO;23;63;;
263;2018;Navile;Bolognina;ARCOVEGGIO;29;112;;
269;2018;Navile;Bolognina;ARCOVEGGIO;39;73;;
270;2018;Navile;Bolognina;ARCOVEGGIO;22;27;;
271;2018;Navile;Bolognina;ARCOVEGGIO;8;7;;
273;2018;Navile;Bolognina;PIAZZA DELL'UNITA';6;6;;
276;2018;Navile;Bolognina;PIAZZA DELL'UNITA';18;29;;
278;2018;Navile;Bolognina;PIAZZA DELL'UNITA';11;18;;
280;2018;Navile;Bolognina;PIAZZA DELL'UNITA';4;4;;
288;2018;Navile;Bolognina;PIAZZA DELL'UNITA';13;14;;
289;2018;Navile;Bolognina;PIAZZA DELL'UNITA';21;71;;
290;2018;Navile;Bolognina;PIAZZA DELL'UNITA';36;73;;
293;2018;Navile;Bolognina;PIAZZA DELL'UNITA';11;30;;
294;2018;Navile;Bolognina;PIAZZA DELL'UNITA';6;23;;
295;2018;Navile;Bolognina;PIAZZA DELL'UNITA';1;32;;
296;2018;Navile;Bolognina;PIAZZA DELL'UNITA';37;184;;
298;2018;Navile;Bolognina;EX MERCATO ORTOFRUTTICOLO;30;52;;
300;2018;Navile;Bolognina;VIA FERRARESE;8;16;;
301;2018;Navile;Bolognina;VIA FERRARESE;13;25;;
302;2018;Navile;Bolognina;VIA FERRARESE;10;100;;
304;2018;Navile;Bolognina;VIA FERRARESE;11;48;;
305;2018;Navile;Bolognina;VIA FERRARESE;20;192;;
307;2018;Navile;Bolognina;VIA FERRARESE;17;42;;
308;2018;Navile;Bolognina;VIA FERRARESE;23;44;;
315;2018;Navile;Bolognina;VIA FERRARESE;12;12;;
324;2018;Navile;Bolognina;VIA FERRARESE;18;22;;
332;2018;Navile;Bolognina;VIA FERRARESE;32;83;;
333;2018;Navile;Bolognina;VIA FERRARESE;44;62;;
335;2018;Navile;Bolognina;VIA FERRARESE;45;1781;;
338;2018;Navile;Bolognina;VIA FERRARESE;8;15;;
339;2018;Navile;Bolognina;VIA FERRARESE;13;343;;
340;2018;Navile;Bolognina;PIAZZA DELL'UNITA';25;49;;
349;2018;Navile;Bolognina;PIAZZA DELL'UNITA';10;10;;
355;2018;Navile;Bolognina;PIAZZA DELL'UNITA';19;40;;
358;2018;Navile;Bolognina;PIAZZA DELL'UNITA';35;57;;
361;2018;Navile;Bolognina;PIAZZA DELL'UNITA';3;9;;
362;2018;Navile;Bolognina;PIAZZA DELL'UNITA';8;12;;
368;2018;Navile;Bolognina;PIAZZA DELL'UNITA';2;9;;
373;2018;Navile;Corticella;SAVENA ABBANDONATO;2;53;;
375;2018;Navile;Corticella;SAN SAVINO;3;6;;
377;2018;Navile;Corticella;SAN SAVINO;8;16;;
379;2018;Navile;Corticella;SAN SAVINO;12;20;;
384;2018;Navile;Corticella;SAN SAVINO;3;7;;
385;2018;Navile;Corticella;SAN SAVINO;1;1;;
392;2018;Navile;Corticella;SAN SAVINO;6;9;;
394;2018;Navile;Corticella;SAN SAVINO;10;19;;
401;2018;Navile;Corticella;SAN SAVINO;1;2;;
402;2018;Navile;Corticella;SAN SAVINO;21;48;;
406;2018;Navile;Corticella;SAN SAVINO;4;13;;
409;2018;Navile;Corticella;SAN SAVINO;5;5;;
412;2018;Navile;Corticella;SAN SAVINO;21;34;;
413;2018;Navile;Corticella;SAN SAVINO;33;50;;
419;2018;Navile;Corticella;SAVENA ABBANDONATO;4;2;;
423;2018;Navile;Corticella;SAVENA ABBANDONATO;4;7;;
428;2018;Navile;Corticella;SAVENA ABBANDONATO;4;6;;
430;2018;Navile;Corticella;MULINO DEL GOMITO;3;5;;
434;2018;Navile;Corticella;SAVENA ABBANDONATO;1;1;;
444;2018;Navile;Corticella;CROCE COPERTA;18;23;;
452;2018;Navile;Corticella;CROCE COPERTA;36;143;;
454;2018;Navile;Corticella;CROCE COPERTA;13;54;;
455;2018;Navile;Corticella;CROCE COPERTA;23;210;;
462;2018;Navile;Corticella;CROCE COPERTA;52;387;;
466;2018;Navile;Corticella;CROCE COPERTA;14;57;;
468;2018;Navile;Corticella;CROCE COPERTA;20;36;;
475;2018;Navile;Corticella;MULINO DEL GOMITO;13;129;;
476;2018;Navile;Corticella;MULINO DEL GOMITO;2;15;;
482;2018;Navile;Corticella;LA DOZZA;1;2;;
484;2018;Navile;Corticella;LA DOZZA;4;4;;
485;2018;Navile;Corticella;LA DOZZA;30;79;;
490;2018;Navile;Corticella;SAVENA ABBANDONATO;1;1;;
491;2018;Navile;Corticella;SAVENA ABBANDONATO;2;4;;
493;2018;Navile;Lame;LAGHETTI DEL ROSARIO;3;3;;
495;2018;Navile;Lame;LAGHETTI DEL ROSARIO;4;4;;
499;2018;Navile;Lame;LAGHETTI DEL ROSARIO;6;25;;
500;2018;Navile;Lame;LA NOCE;6;13;;
503;2018;Navile;Lame;LA NOCE;39;145;;
522;2018;Navile;Lame;LAGHETTI DEL ROSARIO;1;3;;
536;2018;Navile;Lame;PESCAROLA;6;9;;
543;2018;Navile;Lame;PESCAROLA;44;99;;
550;2018;Navile;Lame;PESCAROLA;22;55;;
551;2018;Navile;Lame;PESCAROLA;11;24;;
554;2018;Navile;Lame;PESCAROLA;15;20;;
559;2018;Navile;Lame;BEVERARA;6;9;;
563;2018;Navile;Lame;BEVERARA;21;47;;
564;2018;Navile;Lame;BEVERARA;8;53;;
571;2018;Navile;Lame;BEVERARA;21;58;;
572;2018;Navile;Lame;BEVERARA;10;11;;
573;2018;Navile;Lame;BEVERARA;22;36;;
577;2018;Navile;Lame;BEVERARA;7;7;;
586;2018;Navile;Lame;LAZZARETTO;6;16;;
587;2018;Navile;Lame;LAZZARETTO;14;77;;
592;2018;Navile;Lame;BEVERARA;31;269;;
595;2018;Navile;Lame;BEVERARA;13;30;;
596;2018;Navile;Lame;BEVERARA;30;311;;
600;2018;Navile;Lame;LAZZARETTO;6;763;;
625;2018;Porto - Saragozza;Marconi;MARCONI-2;6;13;;
631;2018;Porto - Saragozza;Marconi;MARCONI-2;1;0;;
637;2018;Porto - Saragozza;Marconi;MARCONI-2;101;186;;
639;2018;Porto - Saragozza;Marconi;MARCONI-2;5;27;;
641;2018;Porto - Saragozza;Marconi;MARCONI-2;48;136;;
645;2018;Porto - Saragozza;Marconi;MARCONI-2;61;295;;
647;2018;Porto - Saragozza;Marconi;MARCONI-2;43;80;;
649;2018;Porto - Saragozza;Marconi;MARCONI-2;45;84;;
654;2018;Porto - Saragozza;Marconi;MARCONI-2;8;22;;
656;2018;Porto - Saragozza;Marconi;MARCONI-2;31;69;;
657;2018;Porto - Saragozza;Marconi;MARCONI-2;74;310;;
659;2018;Porto - Saragozza;Marconi;MARCONI-2;2;6;;
662;2018;Porto - Saragozza;Marconi;MARCONI-2;98;198;;
665;2018;Porto - Saragozza;Marconi;MARCONI-2;38;116;;
667;2018;Porto - Saragozza;Marconi;MARCONI-2;110;381;;
670;2018;Porto - Saragozza;Marconi;MARCONI-2;19;387;;
673;2018;Porto - Saragozza;Marconi;MARCONI-2;32;59;;
677;2018;Porto - Saragozza;Marconi;MARCONI-1;68;245;;
678;2018;Porto - Saragozza;Marconi;MARCONI-1;1;8;;
679;2018;Porto - Saragozza;Marconi;MARCONI-1;36;78;;
682;2018;Porto - Saragozza;Marconi;MARCONI-1;38;70;;
683;2018;Porto - Saragozza;Marconi;MARCONI-1;63;114;;
684;2018;Porto - Saragozza;Marconi;MARCONI-1;115;327;;
687;2018;Porto - Saragozza;Marconi;MARCONI-1;3;7;;
689;2018;Porto - Saragozza;Marconi;MARCONI-1;1;19;;
690;2018;Porto - Saragozza;Marconi;MARCONI-1;38;103;;
691;2018;Porto - Saragozza;Marconi;MARCONI-1;79;139;;
692;2018;Porto - Saragozza;Marconi;MARCONI-1;99;172;;
694;2018;Porto - Saragozza;Marconi;MARCONI-1;137;486;;
695;2018;Porto - Saragozza;Marconi;MARCONI-1;33;63;;
697;2018;Porto - Saragozza;Marconi;MARCONI-1;77;463;;
698;2018;Porto - Saragozza;Marconi;MARCONI-1;46;65;;
700;2018;Porto - Saragozza;Saffi;PRATI DI CAPRARA-OSPEDALE MAGGIORE;3;140;;
705;2018;Porto - Saragozza;Saffi;ZANARDI;12;12;;
707;2018;Porto - Saragozza;Saffi;ZANARDI;29;65;;
712;2018;Porto - Saragozza;Saffi;ZANARDI;7;9;;
713;2018;Porto - Saragozza;Saffi;ZANARDI;23;64;;
714;2018;Porto - Saragozza;Saffi;ZANARDI;59;148;;
722;2018;Porto - Saragozza;Saffi;ZANARDI;3;3;;
724;2018;Porto - Saragozza;Saffi;ZANARDI;27;69;;
730;2018;Porto - Saragozza;Saffi;ZANARDI;10;20;;
731;2018;Porto - Saragozza;Saffi;ZANARDI;20;26;;
737;2018;Porto - Saragozza;Saffi;VELODROMO;7;18;;
739;2018;Porto - Saragozza;Saffi;VELODROMO;15;43;;
740;2018;Porto - Saragozza;Saffi;VELODROMO;8;37;;
741;2018;Porto - Saragozza;Saffi;VELODROMO;14;21;;
747;2018;Porto - Saragozza;Saffi;VELODROMO;14;23;;
748;2018;Porto - Saragozza;Saffi;VELODROMO;13;35;;
751;2018;Porto - Saragozza;Saffi;VELODROMO;7;8;;
754;2018;Porto - Saragozza;Saffi;VELODROMO;14;23;;
760;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;25;62;;
761;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;24;57;;
764;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;43;118;;
766;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;17;18;;
768;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;9;14;;
771;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;17;20;;
774;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;21;36;;
778;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;16;18;;
779;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;27;33;;
781;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;11;24;;
800;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;5;2;;
801;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;10;10;;
804;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;18;24;;
812;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;12;17;;
814;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;18;30;;
815;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;18;21;;
816;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;17;22;;
818;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;23;103;;
819;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;8;15;;
820;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;11;12;;
825;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;3;3;;
827;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;2;2;;
831;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;5;5;;
833;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;16;57;;
837;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;3;3;;
838;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;3;7;;
842;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;4;4;;
849;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;7;9;;
850;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;5;12;;
851;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;10;11;;
852;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;12;14;;
854;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;9;10;;
858;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;34;137;;
863;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;15;21;;
874;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;11;43;;
875;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;10;9;;
876;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;4;6;;
877;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;22;215;;
878;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;17;28;;
880;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;10;21;;
881;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;12;23;;
882;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;1;17;;
887;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;7;14;;
891;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;1;1;;
893;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;1;1;;
896;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;5;5;;
898;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;5;5;;
902;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;28;32;;
904;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;53;160;;
905;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;33;54;;
910;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;41;97;;
911;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;32;47;;
912;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;28;38;;
913;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;22;50;;
916;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;16;35;;
919;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;32;59;;
926;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;1;1;;
927;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;15;14;;
930;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;25;49;;
931;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;34;47;;
935;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;3;3;;
936;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;1;2;;
937;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;9;15;;
938;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;4;4;;
939;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;9;971;;
945;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;5;4;;
946;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;3;8;;
956;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;5;13;;
960;2018;San Donato - San Vitale;San Donato;FIERA;21;59;;
962;2018;San Donato - San Vitale;San Donato;FIERA;22;214;;
964;2018;San Donato - San Vitale;San Donato;FIERA;3;41;;
970;2018;San Donato - San Vitale;San Donato;SAN DONNINO;6;13;;
973;2018;San Donato - San Vitale;San Donato;FIERA;16;30;;
977;2018;San Donato - San Vitale;San Donato;FIERA;8;55;;
986;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;41;134;;
987;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;5;9;;
989;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;9;1146;;
997;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;31;67;;
1000;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;12;12;;
1004;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;26;46;;
1005;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;32;48;;
1008;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;7;14;;
1011;2018;San Donato - San Vitale;San Donato;MICHELINO;19;216;;
1022;2018;San Donato - San Vitale;San Donato;MICHELINO;5;6;;
1029;2018;San Donato - San Vitale;San Donato;VIA MONDO;21;30;;
1032;2018;San Donato - San Vitale;San Donato;VIA MONDO;28;53;;
1041;2018;San Donato - San Vitale;San Donato;VIA MONDO;46;101;;
1043;2018;San Donato - San Vitale;San Donato;VIA MONDO;10;14;;
1047;2018;San Donato - San Vitale;San Donato;VIA MONDO;8;21;;
1050;2018;San Donato - San Vitale;San Donato;VIA MONDO;2;35;;
1051;2018;San Donato - San Vitale;San Donato;VIA MONDO;8;7;;
1056;2018;San Donato - San Vitale;San Donato;VIA MONDO;21;39;;
1057;2018;San Donato - San Vitale;San Donato;VIA MONDO;5;11;;
1059;2018;San Donato - San Vitale;San Donato;VIA MONDO;1;1;;
1062;2018;San Donato - San Vitale;San Donato;VIA MONDO;2;3;;
1075;2018;San Donato - San Vitale;San Donato;VIA MONDO;3;3;;
1084;2018;San Donato - San Vitale;San Donato;SAN DONNINO;2;7;;
1085;2018;San Donato - San Vitale;San Donato;PILASTRO;4;27;;
1087;2018;San Donato - San Vitale;San Donato;PILASTRO;1;1;;
1091;2018;San Donato - San Vitale;San Donato;PILASTRO;4;4;;
1093;2018;San Donato - San Vitale;San Donato;PILASTRO;7;9;;
1095;2018;San Donato - San Vitale;San Donato;PILASTRO;1;3;;
1098;2018;San Donato - San Vitale;San Donato;PILASTRO;4;8;;
1104;2018;San Donato - San Vitale;San Donato;PILASTRO;10;17;;
1106;2018;San Donato - San Vitale;San Donato;PILASTRO;5;8;;
1112;2018;San Donato - San Vitale;San Donato;CAAB;1;178;;
1114;2018;San Donato - San Vitale;San Donato;CAAB;1;1;;
1115;2018;San Donato - San Vitale;San Donato;CAAB;10;77;;
1116;2018;San Donato - San Vitale;San Donato;CAAB;2;2;;
1120;2018;San Donato - San Vitale;San Donato;CAAB;4;22;;
1135;2018;Santo Stefano;Colli;PADERNO;3;11;;
1143;2018;Santo Stefano;Colli;OSSERVANZA;22;22;;
1147;2018;Santo Stefano;Colli;OSSERVANZA;12;16;;
1149;2018;Santo Stefano;Colli;PADERNO;2;2;;
1153;2018;Santo Stefano;Colli;OSSERVANZA;7;7;;
1158;2018;Santo Stefano;Colli;PADERNO;6;9;;
1164;2018;Santo Stefano;Colli;SAN MICHELE IN BOSCO;9;76;;
1167;2018;Santo Stefano;Colli;SAN MICHELE IN BOSCO;12;11;;
1168;2018;Santo Stefano;Colli;SAN MICHELE IN BOSCO;3;2;;
1170;2018;Santo Stefano;Colli;SAN MICHELE IN BOSCO;42;156;;
1174;2018;Santo Stefano;Colli;SAN MICHELE IN BOSCO;7;10;;
1178;2018;Santo Stefano;Colli;PADERNO;2;2;;
1191;2018;Santo Stefano;Colli;PADERNO;1;1;;
1205;2018;Santo Stefano;Colli;PADERNO;4;4;;
1207;2018;Santo Stefano;Colli;PADERNO;7;9;;
1211;2018;Santo Stefano;Galvani;GALVANI-1;51;207;;
1216;2018;Santo Stefano;Galvani;GALVANI-1;90;278;;
1219;2018;Santo Stefano;Galvani;GALVANI-1;50;225;;
1221;2018;Santo Stefano;Galvani;GALVANI-1;3;238;;
1222;2018;Santo Stefano;Galvani;GALVANI-1;144;325;;
1228;2018;Santo Stefano;Galvani;GALVANI-1;45;125;;
1231;2018;Santo Stefano;Galvani;GALVANI-1;64;96;;
1232;2018;Santo Stefano;Galvani;GALVANI-2;69;113;;
1233;2018;Santo Stefano;Galvani;GALVANI-2;63;103;;
1241;2018;Santo Stefano;Galvani;GALVANI-2;15;19;;
1246;2018;Santo Stefano;Galvani;GALVANI-2;41;59;;
1247;2018;Santo Stefano;Galvani;GALVANI-2;31;90;;
1248;2018;Santo Stefano;Galvani;GALVANI-2;32;59;;
1251;2018;Santo Stefano;Galvani;GALVANI-2;32;74;;
1257;2018;Santo Stefano;Galvani;GALVANI-2;27;26;;
1260;2018;Santo Stefano;Galvani;GALVANI-2;25;33;;
1261;2018;Santo Stefano;Galvani;GALVANI-2;63;145;;
1262;2018;Santo Stefano;Galvani;GALVANI-2;28;45;;
1263;2018;Santo Stefano;Galvani;GALVANI-2;64;132;;
1265;2018;Santo Stefano;Galvani;GALVANI-2;82;112;;
1268;2018;Santo Stefano;Galvani;GALVANI-2;132;276;;
1270;2018;Santo Stefano;Galvani;GALVANI-2;92;127;;
1275;2018;Santo Stefano;Galvani;GALVANI-2;33;48;;
1277;2018;Santo Stefano;Galvani;GALVANI-2;32;73;;
1278;2018;Santo Stefano;Galvani;GALVANI-2;52;137;;
1282;2018;Santo Stefano;Galvani;GALVANI-2;14;22;;
1284;2018;Santo Stefano;Galvani;GALVANI-2;38;53;;
1289;2018;Santo Stefano;Galvani;GALVANI-2;39;43;;
1290;2018;Santo Stefano;Galvani;GALVANI-2;24;144;;
1296;2018;Santo Stefano;Galvani;GALVANI-2;44;98;;
1303;2018;Santo Stefano;Murri;MEZZOFANTI;63;87;;
1307;2018;Santo Stefano;Murri;MEZZOFANTI;64;137;;
1309;2018;Santo Stefano;Murri;MEZZOFANTI;14;19;;
1311;2018;Santo Stefano;Murri;DAGNINI;33;51;;
1314;2018;Santo Stefano;Murri;DAGNINI;68;123;;
1319;2018;Santo Stefano;Murri;MEZZOFANTI;48;84;;
1323;2018;Santo Stefano;Murri;MEZZOFANTI;28;62;;
1324;2018;Santo Stefano;Murri;MEZZOFANTI;14;15;;
1326;2018;Santo Stefano;Murri;DAGNINI;9;9;;
1330;2018;Santo Stefano;Murri;DAGNINI;10;14;;
1333;2018;Santo Stefano;Murri;DAGNINI;19;24;;
1334;2018;Santo Stefano;Murri;DAGNINI;19;53;;
