Sezione censimento (2011);Anno di riferimento;Nome quartiere;Nome zona;Nome area;Numero unità locali;Numero addetti (dipendenti e indipendenti);Numero addetti istituzioni pubbliche;Numero studenti
1631;2017;San Donato - San Vitale;S. Vitale;MENGOLI;21;28;;
1632;2017;San Donato - San Vitale;S. Vitale;MENGOLI;39;752;;
1637;2017;San Donato - San Vitale;S. Vitale;MENGOLI;45;92;;
1638;2017;San Donato - San Vitale;S. Vitale;MENGOLI;16;19;;
1639;2017;San Donato - San Vitale;S. Vitale;MENGOLI;10;10;;
1644;2017;San Donato - San Vitale;S. Vitale;MENGOLI;22;27;;
1645;2017;San Donato - San Vitale;S. Vitale;MENGOLI;6;9;;
1648;2017;San Donato - San Vitale;S. Vitale;MENGOLI;18;29;;
1649;2017;San Donato - San Vitale;S. Vitale;MENGOLI;12;11;;
1651;2017;San Donato - San Vitale;S. Vitale;MENGOLI;23;34;;
1652;2017;San Donato - San Vitale;S. Vitale;MENGOLI;14;20;;
1654;2017;San Donato - San Vitale;S. Vitale;MENGOLI;17;22;;
1655;2017;San Donato - San Vitale;S. Vitale;MENGOLI;17;18;;
1659;2017;San Donato - San Vitale;S. Vitale;MENGOLI;2;2;;
1667;2017;San Donato - San Vitale;S. Vitale;VIA LARGA;1;113;;
1668;2017;San Donato - San Vitale;S. Vitale;VIA LARGA;1;32;45;
1670;2017;San Donato - San Vitale;S. Vitale;ROVERI;2;102;;
1676;2017;San Donato - San Vitale;S. Vitale;SCANDELLARA;8;6;71;
1682;2017;San Donato - San Vitale;S. Vitale;VIA LARGA;2;2;;
1685;2017;San Donato - San Vitale;S. Vitale;VIA LARGA;9;219;;
1686;2017;San Donato - San Vitale;S. Vitale;VIA LARGA;6;52;67;
1687;2017;San Donato - San Vitale;S. Vitale;VIA LARGA;53;120;;
1688;2017;San Donato - San Vitale;S. Vitale;VIA LARGA;10;20;;
1693;2017;San Donato - San Vitale;S. Vitale;ROVERI;18;216;;
1701;2017;San Donato - San Vitale;S. Vitale;ROVERI;15;379;;
1703;2017;San Donato - San Vitale;S. Vitale;ROVERI;24;98;0;
1708;2017;San Donato - San Vitale;S. Vitale;ROVERI;22;241;;
1709;2017;San Donato - San Vitale;S. Vitale;ROVERI;4;42;;
1712;2017;San Donato - San Vitale;S. Vitale;ROVERI;8;51;;
1715;2017;San Donato - San Vitale;S. Vitale;ROVERI;13;3166;;
1720;2017;San Donato - San Vitale;S. Vitale;GUELFA;7;12;;
1721;2017;San Donato - San Vitale;S. Vitale;GUELFA;7;8;;
1723;2017;San Donato - San Vitale;S. Vitale;GUELFA;7;7;;
1728;2017;San Donato - San Vitale;S. Vitale;GUELFA;25;44;;
1730;2017;San Donato - San Vitale;S. Vitale;GUELFA;21;32;;
1738;2017;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;8;32;;
1742;2017;San Donato - San Vitale;S. Vitale;GUELFA;32;61;;
1745;2017;San Donato - San Vitale;S. Vitale;GUELFA;84;160;;
1746;2017;San Donato - San Vitale;S. Vitale;GUELFA;107;574;;
1748;2017;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;15;39;;
1751;2017;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;3;10;;
1760;2017;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;54;653;;
1771;2017;San Donato - San Vitale;S. Vitale;GUELFA;7;10;;
1776;2017;San Donato - San Vitale;S. Vitale;GUELFA;22;29;13;
1779;2017;San Donato - San Vitale;S. Vitale;GUELFA;47;118;;
1780;2017;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;8;18;;
1786;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;11;28;;
1795;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;29;34;;
1796;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;13;17;;
1797;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;31;57;;
1801;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;5;12;;
1803;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;6;5;;
1804;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;40;71;;
1805;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;21;28;;
1807;2017;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;1;1;;
1814;2017;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;8;9;;
1817;2017;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;5;7;;
1818;2017;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;21;55;32;
1819;2017;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;3;8;;
1821;2017;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;51;124;;
1822;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;18;358;31;
1825;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;8;23;;
1827;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;2;2;;
1831;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;10;11;;
1832;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;10;9;;
1833;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;8;9;99;
1835;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;18;29;;
1836;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;27;33;;
1837;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;30;39;22;
1842;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;13;17;;
1846;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;25;42;;
1853;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;23;26;;
1859;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;29;39;;
1861;2017;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;53;58;;
1862;2017;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;1;1;;
1863;2017;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;7;7;;
1864;2017;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;4;4;;
1865;2017;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;3;4;;
1877;2017;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;41;76;;
1880;2017;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;63;86;;
1882;2017;Porto - Saragozza;Costa Saragozza;SAN LUCA;8;7;;
1893;2017;Porto - Saragozza;Costa Saragozza;RAVONE;11;15;;
1898;2017;Porto - Saragozza;Costa Saragozza;RAVONE;15;15;;
1899;2017;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;36;44;;
1900;2017;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;1;1;;
1901;2017;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;5;7;;
1902;2017;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;53;66;;
1910;2017;Porto - Saragozza;Costa Saragozza;VIA DEL GENIO;1;1;;
1917;2017;Porto - Saragozza;Costa Saragozza;SAN LUCA;5;5;;
1918;2017;Porto - Saragozza;Costa Saragozza;SAN LUCA;1;0;;
1924;2017;Porto - Saragozza;Costa Saragozza;SAN LUCA;7;14;;
1932;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;48;86;;
1938;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;34;47;13;
1943;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;21;42;41;
1948;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;10;123;139;
1949;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;91;320;;
1950;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;70;107;;
1951;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;87;171;51;
1955;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;34;48;;
1956;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;56;94;;
1959;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;30;37;;
1960;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;1;4;73;
1962;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;135;496;;
1968;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;48;69;;
1969;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;23;35;2;
1970;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;24;37;;
1972;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;41;82;50;
1973;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;28;42;370;
1974;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;41;53;;
1977;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;13;11;;
1982;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;42;56;;
1983;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;10;18;;
1984;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;68;101;;
1985;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;27;42;;
1986;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;32;63;;
1988;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;99;149;;
1989;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;22;24;;
1993;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;10;20;1424;
1996;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;2;11;85;
1997;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;21;34;;
2001;2017;Savena;Mazzini;FOSSOLO;2;4;142;
2004;2017;Savena;Mazzini;FOSSOLO;39;94;;
2005;2017;Savena;Mazzini;LUNGO SAVENA;3;63;;
2011;2017;Savena;Mazzini;FOSSOLO;4;16;;
2016;2017;Savena;Mazzini;FOSSOLO;5;6;;
2018;2017;Savena;Mazzini;FOSSOLO;35;127;;
2019;2017;Savena;Mazzini;DUE MADONNE;2;10;13;
2031;2017;Savena;Mazzini;BITONE;18;27;;
2033;2017;Savena;Mazzini;FOSSOLO;38;138;;
2035;2017;Savena;Mazzini;FOSSOLO;15;16;;
2036;2017;Savena;Mazzini;FOSSOLO;10;20;;
2041;2017;Savena;Mazzini;DUE MADONNE;11;12;;
2048;2017;Savena;Mazzini;DUE MADONNE;16;28;;
2050;2017;Savena;Mazzini;DUE MADONNE;8;11;;
2051;2017;Savena;Mazzini;LUNGO SAVENA;3;3;;
2053;2017;Savena;Mazzini;PONTEVECCHIO;2;27;;
2056;2017;Savena;Mazzini;PONTEVECCHIO;13;28;;
2057;2017;Savena;Mazzini;PONTEVECCHIO;19;48;;
2061;2017;Savena;Mazzini;PONTEVECCHIO;1;13;;
2063;2017;Savena;Mazzini;PONTEVECCHIO;38;142;93;
2064;2017;Savena;Mazzini;PONTEVECCHIO;18;32;;
2065;2017;Savena;Mazzini;PONTEVECCHIO;4;6;;
2066;2017;Savena;Mazzini;PONTEVECCHIO;5;5;;
2067;2017;Savena;Mazzini;PONTEVECCHIO;15;21;;
2069;2017;Savena;Mazzini;PONTEVECCHIO;26;58;;
2075;2017;Savena;Mazzini;BITONE;9;16;;
2079;2017;Savena;Mazzini;BITONE;18;38;;
2081;2017;Savena;Mazzini;BITONE;17;26;;
2084;2017;Savena;Mazzini;BITONE;7;7;11;
2087;2017;Savena;Mazzini;BITONE;38;59;;
2088;2017;Savena;Mazzini;BITONE;3;12;;
2099;2017;Savena;Mazzini;BITONE;28;51;;
2100;2017;Savena;Mazzini;BITONE;17;29;;
2107;2017;Savena;Mazzini;BITONE;9;15;;
2117;2017;Savena;Mazzini;BITONE;4;4;;
2120;2017;Savena;Mazzini;VIA ARNO;27;70;;
2123;2017;Savena;Mazzini;VIA ARNO;10;11;;
2125;2017;Savena;Mazzini;VIA ARNO;1;2;93;
2135;2017;Savena;Mazzini;VIA ARNO;3;5;;
2136;2017;Savena;Mazzini;VIA ARNO;27;45;;
2138;2017;Savena;Mazzini;VIA ARNO;13;27;;
2143;2017;Savena;Mazzini;CAVEDONE;10;10;42;
2145;2017;Savena;Mazzini;CAVEDONE;22;33;;
2148;2017;Savena;Mazzini;CAVEDONE;13;13;;
2149;2017;Savena;Mazzini;VIA ARNO;57;104;9;
2152;2017;Savena;Mazzini;VIA ARNO;3;3;;
2157;2017;Savena;Mazzini;OSPEDALE BELLARIA;7;36;1247;
2158;2017;Savena;Mazzini;OSPEDALE BELLARIA;1;1;;
2159;2017;Savena;S. Ruffillo;MONTE DONATO;6;23;;
2160;2017;Savena;S. Ruffillo;MONTE DONATO;3;3;;
2162;2017;Savena;S. Ruffillo;VIA TOSCANA;3;3;;
2163;2017;Savena;S. Ruffillo;VIA TOSCANA;4;5;;
2164;2017;Savena;S. Ruffillo;VIA TOSCANA;10;10;;
2166;2017;Savena;S. Ruffillo;MONTE DONATO;5;5;;
2168;2017;Savena;S. Ruffillo;VIA TOSCANA;2;2;;
2176;2017;Savena;S. Ruffillo;VIA TOSCANA;9;14;;
2177;2017;Savena;S. Ruffillo;VIA TOSCANA;5;5;;
2189;2017;Savena;S. Ruffillo;VIA TOSCANA;4;4;;
2194;2017;Savena;S. Ruffillo;VIA TOSCANA;5;5;;
2200;2017;Savena;S. Ruffillo;VIA TOSCANA;5;5;;
2204;2017;Savena;S. Ruffillo;VIA TOSCANA;2;2;101;
2206;2017;Savena;S. Ruffillo;VIA TOSCANA;14;14;;
2211;2017;Savena;S. Ruffillo;VIA TOSCANA;16;19;;
2212;2017;Savena;S. Ruffillo;VIA TOSCANA;19;59;;
2213;2017;Savena;S. Ruffillo;VIA TOSCANA;11;36;;
2215;2017;Savena;S. Ruffillo;VIA TOSCANA;6;11;;
2216;2017;Savena;S. Ruffillo;CORELLI;20;32;;
2218;2017;Savena;S. Ruffillo;VIA TOSCANA;20;33;10;
2220;2017;Savena;S. Ruffillo;VIA TOSCANA;9;13;;
2224;2017;Savena;S. Ruffillo;VIA TOSCANA;15;34;;
2234;2017;Savena;S. Ruffillo;VIA TOSCANA;9;57;;
2235;2017;Savena;S. Ruffillo;VIA TOSCANA;14;25;;
2237;2017;Savena;S. Ruffillo;VIA TOSCANA;5;7;;
2244;2017;Savena;S. Ruffillo;CORELLI;2;2;;
2246;2017;Savena;S. Ruffillo;CORELLI;4;4;;
2249;2017;Savena;S. Ruffillo;CORELLI;2;2;;
2250;2017;Savena;S. Ruffillo;CORELLI;1;1;;
2251;2017;Savena;S. Ruffillo;CORELLI;2;2;;
2253;2017;Savena;S. Ruffillo;CORELLI;29;46;7;
2256;2017;Savena;S. Ruffillo;CORELLI;13;13;;
2261;2017;Savena;S. Ruffillo;CORELLI;8;10;;
2268;2017;Savena;S. Ruffillo;CORELLI;8;8;;
2270;2017;Savena;S. Ruffillo;CORELLI;9;20;;
2271;2017;Savena;S. Ruffillo;CORELLI;4;4;;
2283;2017;Savena;S. Ruffillo;CORELLI;1;1;;
2289;2017;Savena;S. Ruffillo;MONTE DONATO;6;6;;
2292;2017;Savena;S. Ruffillo;MONTE DONATO;34;53;;
2293;2017;Savena;S. Ruffillo;MONTE DONATO;5;6;;
2296;2017;Savena;S. Ruffillo;VIA TOSCANA;8;12;;
2298;2017;Savena;S. Ruffillo;VIA TOSCANA;9;21;;
2300;2017;Savena;S. Ruffillo;VIA TOSCANA;10;11;;
2301;2017;Savena;S. Ruffillo;VIA TOSCANA;2;3;;
2303;2017;Savena;S. Ruffillo;CORELLI;3;6;;
2306;2017;Savena;S. Ruffillo;VIA TOSCANA;7;25;;
2307;2017;Savena;S. Ruffillo;VIA TOSCANA;36;44;;
2311;2017;Savena;S. Ruffillo;PONTE SAVENA-LA BASTIA;10;14;;
2329;2017;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;34;1124;;
2330;2017;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;17;77;;
2332;2017;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;13;26;;
2333;2017;Savena;Mazzini;FOSSOLO;24;52;;
Non disponibile;2017;Non Georeferenziato *;Non Georeferenziato *;Non Georeferenziato *;5389;22436;;
1;2019;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;4;5;;
6;2019;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;3;15;;
15;2019;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;2;2;;
21;2019;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;6;5;;
31;2019;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;3;23;;
34;2019;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;5;82;;
41;2019;Borgo Panigale - Reno;Borgo Panigale;BARGELLINO;15;148;;
58;2019;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;11;18;;75
60;2019;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;17;27;;
62;2019;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;20;24;;
64;2019;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;7;9;;
65;2019;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;8;31;;
67;2019;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;4;16;;
69;2019;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;32;51;;
76;2019;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;5;11;;
78;2019;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;24;300;;28
89;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;2;4;;
90;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;4;5;;
94;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;1;1;;
97;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;17;21;;
98;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;20;26;;217
101;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;31;74;;
102;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;8;29;;
105;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;9;12;;
107;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;33;62;;
110;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;12;39;;
111;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;10;26;;
115;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;17;49;;
116;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;9;36;;
118;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;3;3;;
126;2019;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;3;23;;
128;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;1;1;;
131;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;1;0;;
138;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;14;245;;
140;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;58;92;;
143;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;59;300;;
145;2019;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;103;805;;
149;2019;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;17;30;;
150;2019;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;16;25;;
151;2019;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;12;27;;
154;2019;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;39;87;;
155;2019;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;23;29;;
157;2019;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;1;22;;
161;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;5;5;;
164;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;2;13;;
165;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;3;4;;
168;2019;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;3;5;;242
171;2019;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;26;28;;
172;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;6;20;;
173;2019;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;10;10;;
185;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;4;3;;
186;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;5;8;;
188;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;2;1;;
194;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;5;23;;
196;2019;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;9;14;;
199;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;6;37;;
203;2019;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;9;11;;
207;2019;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;1;19;;
210;2019;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;8;36;;
215;2019;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;2;2;;
216;2019;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;3;15;;
218;2019;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;1;493;;71
219;2019;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;4;4;;
230;2019;Navile;Bolognina;ARCOVEGGIO;26;36;;75
230;2019;Navile;Bolognina;ARCOVEGGIO;26;36;;240
231;2019;Navile;Bolognina;ARCOVEGGIO;20;71;;
235;2019;Navile;Bolognina;ARCOVEGGIO;5;7;;
236;2019;Navile;Bolognina;ARCOVEGGIO;7;18;;
237;2019;Navile;Bolognina;ARCOVEGGIO;4;5;;
238;2019;Navile;Bolognina;ARCOVEGGIO;13;16;;
239;2019;Navile;Bolognina;ARCOVEGGIO;13;18;;
240;2019;Navile;Bolognina;ARCOVEGGIO;7;31;;
245;2019;Navile;Bolognina;ARCOVEGGIO;5;109;;
247;2019;Navile;Bolognina;ARCOVEGGIO;23;31;;
248;2019;Navile;Bolognina;ARCOVEGGIO;16;20;;47
249;2019;Navile;Bolognina;EX MERCATO ORTOFRUTTICOLO;10;19;;
250;2019;Navile;Bolognina;EX MERCATO ORTOFRUTTICOLO;35;265;;59
256;2019;Navile;Bolognina;ARCOVEGGIO;26;46;;
257;2019;Navile;Bolognina;ARCOVEGGIO;33;69;;
258;2019;Navile;Bolognina;ARCOVEGGIO;19;35;;
259;2019;Navile;Bolognina;ARCOVEGGIO;8;13;;
263;2019;Navile;Bolognina;ARCOVEGGIO;25;107;;
265;2019;Navile;Bolognina;ARCOVEGGIO;24;38;;
268;2019;Navile;Bolognina;ARCOVEGGIO;17;25;;
269;2019;Navile;Bolognina;ARCOVEGGIO;38;79;;173
273;2019;Navile;Bolognina;PIAZZA DELL'UNITA';6;7;;11
275;2019;Navile;Bolognina;PIAZZA DELL'UNITA';23;37;;
278;2019;Navile;Bolognina;PIAZZA DELL'UNITA';10;17;;
279;2019;Navile;Bolognina;PIAZZA DELL'UNITA';10;13;;
286;2019;Navile;Bolognina;PIAZZA DELL'UNITA';2;3;;
289;2019;Navile;Bolognina;PIAZZA DELL'UNITA';20;70;;
291;2019;Navile;Bolognina;PIAZZA DELL'UNITA';13;46;;
293;2019;Navile;Bolognina;PIAZZA DELL'UNITA';9;11;;
294;2019;Navile;Bolognina;PIAZZA DELL'UNITA';5;18;;71
303;2019;Navile;Bolognina;VIA FERRARESE;15;33;;
304;2019;Navile;Bolognina;VIA FERRARESE;9;51;;
307;2019;Navile;Bolognina;VIA FERRARESE;17;44;;
309;2019;Navile;Bolognina;VIA FERRARESE;20;34;;
311;2019;Navile;Bolognina;VIA FERRARESE;11;13;;
316;2019;Navile;Bolognina;VIA FERRARESE;24;57;;
318;2019;Navile;Bolognina;VIA FERRARESE;24;35;;
319;2019;Navile;Bolognina;VIA FERRARESE;9;10;;
322;2019;Navile;Bolognina;VIA FERRARESE;33;50;;
323;2019;Navile;Bolognina;VIA FERRARESE;45;162;;
325;2019;Navile;Bolognina;VIA FERRARESE;46;68;;60
328;2019;Navile;Bolognina;VIA FERRARESE;8;13;;
335;2019;Navile;Bolognina;VIA FERRARESE;47;2159;;60
336;2019;Navile;Bolognina;VIA FERRARESE;14;22;;
338;2019;Navile;Bolognina;VIA FERRARESE;6;14;;
339;2019;Navile;Bolognina;VIA FERRARESE;12;848;;
340;2019;Navile;Bolognina;PIAZZA DELL'UNITA';40;60;;
345;2019;Navile;Bolognina;PIAZZA DELL'UNITA';20;190;;
347;2019;Navile;Bolognina;PIAZZA DELL'UNITA';37;79;;
353;2019;Navile;Bolognina;PIAZZA DELL'UNITA';12;21;;
361;2019;Navile;Bolognina;PIAZZA DELL'UNITA';2;7;;
365;2019;Navile;Bolognina;PIAZZA DELL'UNITA';4;38;;
366;2019;Navile;Bolognina;PIAZZA DELL'UNITA';5;14;;
367;2019;Navile;Bolognina;PIAZZA DELL'UNITA';6;24;;275
367;2019;Navile;Bolognina;PIAZZA DELL'UNITA';6;24;;152
373;2019;Navile;Corticella;SAVENA ABBANDONATO;2;55;;
374;2019;Navile;Corticella;SAVENA ABBANDONATO;1;1;;
377;2019;Navile;Corticella;SAN SAVINO;7;14;;45
382;2019;Navile;Corticella;SAN SAVINO;17;16;;
385;2019;Navile;Corticella;SAN SAVINO;1;1;;
387;2019;Navile;Corticella;SAN SAVINO;5;5;;
388;2019;Navile;Corticella;SAN SAVINO;1;1;;
390;2019;Navile;Corticella;SAN SAVINO;2;2;;
398;2019;Navile;Corticella;SAN SAVINO;24;30;;
400;2019;Navile;Corticella;SAN SAVINO;30;58;;
404;2019;Navile;Corticella;SAN SAVINO;28;77;;263
411;2019;Navile;Corticella;SAN SAVINO;14;23;;
412;2019;Navile;Corticella;SAN SAVINO;26;41;;
413;2019;Navile;Corticella;SAN SAVINO;32;43;;
416;2019;Navile;Corticella;SAN SAVINO;8;10;;
417;2019;Navile;Corticella;SAN SAVINO;21;33;;
420;2019;Navile;Corticella;SAVENA ABBANDONATO;1;6;;
421;2019;Navile;Corticella;SAVENA ABBANDONATO;5;7;;
423;2019;Navile;Corticella;SAVENA ABBANDONATO;3;8;;
425;2019;Navile;Corticella;SAVENA ABBANDONATO;6;14;;
426;2019;Navile;Corticella;SAVENA ABBANDONATO;1;6;;
428;2019;Navile;Corticella;SAVENA ABBANDONATO;3;7;;
435;2019;Navile;Corticella;CROCE COPERTA;54;258;;
437;2019;Navile;Corticella;CROCE COPERTA;11;82;;
439;2019;Navile;Corticella;CROCE COPERTA;12;22;;
441;2019;Navile;Corticella;CROCE COPERTA;3;54;;
442;2019;Navile;Corticella;CROCE COPERTA;23;33;;43
444;2019;Navile;Corticella;CROCE COPERTA;20;24;;
446;2019;Navile;Corticella;CROCE COPERTA;10;72;;
447;2019;Navile;Corticella;CROCE COPERTA;26;313;;17
449;2019;Navile;Corticella;CROCE COPERTA;88;609;;
451;2019;Navile;Corticella;CROCE COPERTA;20;324;;
453;2019;Navile;Corticella;CROCE COPERTA;5;38;;
455;2019;Navile;Corticella;CROCE COPERTA;22;189;;
458;2019;Navile;Corticella;CROCE COPERTA;5;17;;
461;2019;Navile;Corticella;CROCE COPERTA;29;786;;
467;2019;Navile;Corticella;CROCE COPERTA;17;23;;
470;2019;Navile;Corticella;CROCE COPERTA;13;34;;
480;2019;Navile;Corticella;LA DOZZA;15;27;;
486;2019;Navile;Corticella;LA DOZZA;5;6;;
488;2019;Navile;Corticella;SAVENA ABBANDONATO;1;31;;
492;2019;Navile;Lame;LAGHETTI DEL ROSARIO;1;6;;
